Id	username	All	User	Friend	Network	Content	Sentiment	Temporal	LanguageAgnostic
930575720		0.47	0.21	0.49	0.48	0.4	0.23	0.17	0.39	
3306265337		0.38	0.34	0.793147133651	0.802706715068	0.5	0.91	0.81	0.27	
3507746300		0.5	0.39	0.4	0.43	0.31	0.32	0.25	0.44	
49903556		0.32	0.28	0.47	0.27	0.48	0.33	0.08	0.32	
28910203		0.27	0.29	0.23	0.44	0.34	0.25	0.25	0.3	
803814748764540928		0.33	0.01	0.24	0.44	0.37	0.34	0.04	0.35	
15442036		0.54	0.34	0.54	0.34	0.68	0.5	0.38	0.55	
2718347636		0.36	0.33	0.28	0.35	0.34	0.24	0.18	0.32	
751814461690900480		0.34	0.34	0.13	0.47	0.45	0.27	0.22	0.41	
2514590727		0.25	0.12	0.29	0.16	0.18	0.21	0.39	0.19	
1478981750		0.44	0.31	0.34	0.3	0.45	0.26	0.11	0.28	
531678337		0.29	0.06	0.17	0.51	0.34	0.18	0.23	0.21	
3749624055		0.38	0.34	0.33	0.49	0.5	0.29	0.38	0.32	
4763838026		0.35	0.1	0.45	0.27	0.44	0.38	0.5	0.31	
33436115		0.44	0.17	0.39	0.31	0.47	0.44	0.59	0.4	
186137548		0.34	0.1	0.35	0.43	0.3	0.19	0.14	0.25	
2443243128		0.38	0.33	0.23	0.13	0.49	0.28	0.14	0.31	
2802047430		0.37	0.35	0.68	0.43	0.94	0.77	0.64	0.25	
281610530		0.59	0.37	0.54	0.31	0.59	0.62	0.5	0.37	
19017675		0.41	0.08	0.26	0.31	0.42	0.22	0.14	0.28	
272559329		0.35	0.26	0.26	0.5	0.52	0.19	0.24	0.31	
770781940341288960		0.55	0.54	0.49	0.54	0.57	0.39	0.46	0.56	
268809577		0.31	0.31	0.14	0.14	0.19	0.08	0.22	0.26	
2884962678		0.52	0.2	0.57	0.24	0.27	0.22	0.21	0.52	
482188855		0.3	0.14	0.25	0.41	0.47	0.21	0.19	0.23	
14134146		0.21	0.05	0.27	0.26	0.23	0.15	0.35	0.19	
2893105286		0.27	0.17	0.36	0.17	0.31	0.27	0.08	0.24	
1694109350		0.42	0.21	0.58	0.59	0.39	0.48	0.21	0.46	
28107703		0.36	0.07	0.24	0.29	0.44	0.29	0.16	0.18	
806781084750876675		0.34	0.12	0.29	0.07	0.53	0.39	0.27	0.24	
292929271		0.61	0.48	0.57	0.28	0.48	0.42	0.49	0.54	
42887615		0.32	0.35	0.43	0.57	0.43	0.57	0.48	0.25	
2783556584		0.33	0.0	0.27	0.29	0.59	0.48	0.27	0.29	
480118170		0.37	0.24	0.37	0.28	0.38	0.28	0.32	0.33	
585988065		0.43	0.11	0.67	0.14	0.42	0.44	0.31	0.41	
1646044446		0.34	0.16	0.38	0.43	0.36	0.41	0.38	0.43	
375885941		0.2	0.07	0.25	0.31	0.43	0.31	0.28	0.35	
2797008744		0.35	0.04	0.24	0.28	0.38	0.24	0.06	0.27	
4507121909		0.32	0.4	0.35	0.27	0.32	0.26	0.15	0.32	
1365133898		0.41	0.44	0.37	0.5	0.52	0.26	0.2	0.33	
198265466		0.18	0.13	0.37	0.26	0.33	0.35	0.09	0.2	
386368292		0.29	0.08	0.4	0.46	0.57	0.276666666667	0.17	0.36	
28569011		0.56	0.37	0.52	0.39	0.43	0.56	0.63	0.48	
531629847		0.37	0.16	0.57	0.27	0.38	0.44	0.14	0.32	
2315896393		0.29	0.09	0.23	0.19	0.43	0.21	0.13	0.25	
2692843108		0.49	0.37	0.46	0.45	0.58	0.52	0.43	0.47	
518347621		0.22	0.19	0.24	0.27	0.4	0.33	0.16	0.23	
4155721936		0.26	0.35	0.32	0.2	0.42	0.24	0.49	0.29	
606681626		0.39	0.29	0.49	0.16	0.44	0.34	0.27	0.42	
137479625		0.64	0.42	0.86	0.69	0.74	0.62	0.895	0.58	
23217907		0.36	0.24	0.24	0.39	0.33	0.3	0.23	0.23	
635608354		0.32	0.39	0.18	0.24	0.25	0.23	0.31	0.3	
29609843		0.49	0.29	0.59	0.4	0.32	0.33	0.27	0.43	
3193691988		0.27	0.24	0.24	0.33	0.35	0.19	0.09	0.26	
792100041733308416		0.51	0.38	0.59	0.44	0.54	0.44	0.54	0.48	
4758163046		0.31	0.21	0.15	0.36	0.38	0.25	0.26	0.22	
809719260		0.27	0.16	0.19	0.55	0.75	0.73	0.66	0.16	
780574247357812737		0.57	0.39	0.4	0.29	0.45	0.33	0.17	0.35	
318114180		0.41	0.18	0.3	0.37	0.6	0.34	0.35	0.25	
628653501		0.23	0.15	0.28	0.16	0.41	0.42	0.09	0.16	
207960838		0.25	0.01	0.29	0.16	0.32	0.27	0.21	0.12	
1014112722		0.4	0.38	0.3	0.29	0.53	0.44	0.68	0.34	
789300582435565570		0.4	0.25	0.29	0.34	0.51	0.15	0.17	0.46	
702628810483765249		0.39	0.21	0.36	0.44	0.42	0.29	0.43	0.29	
2769315279		0.4	0.4	0.28	0.41	0.4	0.26	0.13	0.25	
2279807934		0.44	0.09	0.61	0.05	0.61	0.39	0.26	0.36	
885581376		0.3	0.21	0.38	0.39	0.4	0.26	0.24	0.36	
283680660		0.35	0.27	0.32	0.26	0.33	0.36	0.28	0.4	
108709348		0.56	0.28	0.63	0.39	0.543333333333	0.41	0.12	0.4	
333631672		0.33	0.2	0.36	0.62	0.53	0.2	0.17	0.29	
2424069487		0.25	0.11	0.16	0.19	0.35	0.21	0.11	0.17	
3436127559		0.34	0.09	0.29	0.22	0.425	0.2	0.18	0.26	
784761251150692357		0.53	0.19	0.64	0.4	0.54	0.44	0.43	0.45	
3048591134		0.31	0.15	0.23	0.33	0.46	0.22	0.29	0.3	
358916954		0.42	0.59	0.793147133651	0.44	0.7225	0.75	0.74	0.22	
4786763677		0.49	0.55	0.39	0.68	0.56	0.28	0.23	0.5	
18336239		0.33	0.15	0.3	0.21	0.39	0.18	0.26	0.19	
464400250		0.39	0.23	0.13	0.38	0.59	0.64	0.39	0.24	
3037249865		0.44	0.44	0.16	0.58	0.41	0.34	0.45	0.2	
4912885600		0.45	0.39	0.35	0.5	0.34	0.22	0.33	0.41	
18512153		0.43	0.07	0.49	0.24	0.4	0.2	0.22	0.37	
3121242095		0.41	0.07	0.26	0.24	0.46	0.34	0.21	0.26	
2900571793		0.42	0.3	0.41	0.38	0.46	0.25	0.19	0.37	
760234004368896000		0.39	0.09	0.22	0.19	0.49	0.33	0.24	0.27	
327994948		0.23	0.07	0.34	0.33	0.46	0.37	0.36	0.22	
1551604218		0.39	0.15	0.33	0.59	0.37	0.25	0.3	0.37	
751779758946549760		0.26	0.46	0.13	0.17	0.42	0.16	0.37	0.37	
146310758		0.22	0.06	0.31	0.24	0.23	0.45	0.15	0.15	
5988062		0.5	0.37	0.45	0.4	0.65	0.18	0.26	0.44	
26585095		0.46	0.39	0.52	0.58	0.46	0.52	0.22	0.42	
707262499066785793		0.46	0.37	0.63	0.67	0.5	0.47	0.41	0.53	
2294472116		0.33	0.25	0.35	0.25	0.47	0.33	0.24	0.2	
1408003598		0.48	0.65	0.53	0.33	0.48	0.36	0.11	0.43	
469022809		0.32	0.03	0.29	0.2	0.31	0.24	0.25	0.19	
500444558		0.39	0.24	0.36	0.44	0.29	0.44	0.26	0.35	
526838156		0.58	0.31	0.59	0.42	0.62	0.48	0.34	0.53	
1339835893		0.53	0.67	0.64	0.5	0.36	0.47	0.2	0.58	
715178668595683328		0.35	0.35	0.39	0.21	0.33	0.09	0.27	0.32	
28509393		0.3	0.17	0.44	0.21	0.48	0.41	0.13	0.3	
2688447392		0.3	0.27	0.4	0.18	0.43	0.25	0.28	0.33	
2707571696		0.28	0.35	0.2	0.62	0.4	0.28	0.07	0.28	
385192329		0.26	0.23	0.29	0.25	0.3	0.28	0.15	0.3	
174534175		0.31	0.16	0.29	0.33	0.63	0.35	0.28	0.15	
2361050455		0.48	0.52	0.793147133651	0.858526439507	0.84	0.8	0.536666666667	0.32	
467726691		0.4	0.36	0.23	0.39	0.33	0.32	0.18	0.27	
18087749		0.34	0.25	0.28	0.36	0.29	0.11	0.22	0.25	
41778159		0.48	0.35	0.4	0.49	0.34	0.11	0.32	0.36	
2500792297		0.23	0.01	0.14	0.08	0.2	0.19	0.12	0.24	
20715638		0.37	0.57	0.56	0.63	0.53	0.45	0.53	0.53	
833376858		0.35	0.04	0.23	0.25	0.41	0.22	0.12	0.15	
5402612		0.42	0.28776744186	0.6	0.65	0.62	0.58	0.32	0.45	
2206280539		0.39	0.34	0.28	0.45	0.46	0.42	0.25	0.46	
2716654852		0.32	0.09	0.31	0.26	0.49	0.25	0.07	0.17	
261255813		0.27	0.24	0.29	0.48	0.37	0.44	0.24	0.36	
329954688		0.53	0.31	0.43	0.14	0.52	0.31	0.19	0.31	
595009255		0.53	0.33	0.58	0.57	0.44	0.34	0.43	0.5	
213092432		0.64	0.24	0.65	0.32	0.76	0.63	0.5	0.47	
1455890449		0.28	0.07	0.2	0.27	0.42	0.25	0.2	0.22	
464133380		0.32	0.19	0.3	0.46	0.48	0.35	0.17	0.35	
187995023		0.46	0.26	0.53	0.27	0.33	0.47	0.1	0.25	
729122378		0.22	0.07	0.3	0.19	0.35	0.21	0.26	0.25	
169209651		0.2	0.08	0.36	0.33	0.4	0.24	0.2	0.16	
19747572		0.38	0.27	0.3	0.16	0.46	0.266666666667	0.15	0.28	
104310036		0.34	0.19	0.47	0.4	0.32	0.17	0.47	0.23	
898679894		0.21	0.09	0.29	0.17	0.45	0.36	0.17	0.19	
824057217867362304		0.2	0.26	0.37	0.14	0.32	0.25	0.45	0.23	
11134252		0.54	0.39	0.57	0.42	0.51	0.28	0.17	0.48	
303791619		0.43	0.34	0.55	0.41	0.46	0.46	0.63	0.43	
767938862534553600		0.29	0.43	0.32	0.38	0.41	0.19	0.11	0.25	
932952324		0.47	0.36	0.44	0.48	0.45	0.61	0.68	0.46	
318887803		0.4	0.22	0.39	0.38	0.46	0.34	0.5	0.3	
3006597155		0.33	0.34	0.24	0.52	0.48	0.21	0.07	0.34	
488803791		0.33	0.15	0.3	0.22	0.37	0.2	0.11	0.2	
2660869345		0.32	0.38	0.16	0.3	0.51	0.48	0.31	0.19	
16190478		0.42	0.6	0.32	0.29	0.32	0.17	0.41	0.37	
3410891445		0.52	0.39	0.51	0.45	0.23	0.18	0.36	0.37	
811462749897236482		0.46	0.13	0.57	0.35	0.46	0.32	0.23	0.42	
289762786		0.4	0.15	0.45	0.35	0.4	0.28	0.19	0.31	
501567221		0.41	0.11	0.58	0.48	0.35	0.43	0.2	0.43	
85114590		0.56	0.17	0.47	0.42	0.57	0.39	0.38	0.3	
966358014		0.44	0.32	0.25	0.59	0.46	0.22	0.32	0.26	
2348158603		0.38	0.26	0.38	0.31	0.45	0.31	0.13	0.22	
19400611		0.44	0.23	0.35	0.23	0.36	0.13	0.26	0.34	
2163306930		0.73	0.52	0.793147133651	0.54	0.87	0.8	0.788	0.51	
28837597		0.37	0.18	0.38	0.51	0.34	0.15	0.27	0.36	
200691766		0.34	0.21	0.4	0.32	0.52	0.26	0.53	0.26	
763868018661138432		0.48	0.45	0.793147133651	0.47	0.86	0.9	0.52	0.47	
1251475249		0.41	0.28	0.56	0.28	0.38	0.27	0.2	0.37	
1249982359		0.53	0.48776744186	0.52	0.58	0.56	0.33	0.32	0.52	
27285591		0.5	0.48	0.5	0.26	0.45	0.27	0.03	0.51	
4397021841		0.57	0.38	0.6	0.37	0.54	0.33	0.23	0.53	
2994253312		0.42	0.46	0.793147133651	0.09	0.4775	0.6	0.73	0.3	
4352470153		0.44	0.71	0.34	0.35	0.39	0.54	0.3	0.44	
2252163905		0.48	0.4	0.64	0.41	0.73	0.51	0.79	0.47	
53725816		0.35	0.27	0.42	0.23	0.48	0.17	0.08	0.36	
4197645318		0.62	0.39	0.64	0.6	0.45	0.56	0.51	0.57	
182503471		0.41	0.13	0.4	0.46	0.61	0.45	0.24	0.32	
29458079		0.36	0.21	0.19	0.43	0.54	0.36	0.5	0.23	
3060695288		0.34	0.26	0.3	0.18	0.36	0.17	0.08	0.27	
774189454571503616		0.45	0.32	0.35	0.41	0.57	0.48	0.18	0.31	
28511074		0.58	0.31	0.32	0.16	0.38	0.34	0.13	0.39	
310548781		0.38	0.4	0.25	0.3	0.33	0.14	0.15	0.34	
37334399		0.42	0.1	0.49	0.21	0.52	0.36	0.53	0.28	
3061311382		0.31	0.36	0.3	0.26	0.22	0.32	0.18	0.25	
61577412		0.38	0.26	0.48	0.796666666667	0.74	0.73	0.5	0.41	
57042327		0.28	0.14	0.23	0.49	0.39	0.41	0.32	0.19	
38950663		0.38	0.06	0.26	0.28	0.36	0.4	0.44	0.29	
1375289149		0.53	0.43	0.49	0.28	0.64	0.44	0.19	0.37	
17924881		0.15	0.08	0.29	0.42	0.27	0.22	0.16	0.16	
52758609		0.65	0.26	0.46	0.71	0.61	0.44	0.31	0.53	
75436954		0.37	0.24	0.51	0.3	0.36	0.45	0.26	0.48	
742716154364497920		0.61	0.45	0.58	0.53	0.58	0.54	0.45	0.49	
2204151218		0.23	0.07	0.28	0.21	0.43	0.32	0.25	0.28	
517758708		0.16	0.04	0.18	0.31	0.36	0.55	0.5	0.22	
21972530		0.24	0.14	0.28	0.35	0.34	0.29	0.23	0.19	
4448640493		0.26	0.19	0.36	0.32	0.22	0.52	0.09	0.28	
711653083529551873		0.37	0.19	0.26	0.24	0.34	0.12	0.27	0.3	
2906263767		0.54	0.48	0.41	0.31	0.51	0.23	0.12	0.39	
796831316176240641		0.26	0.15	0.26	0.06	0.41	0.25	0.23	0.17	
914780798		0.39	0.4	0.3	0.24	0.41	0.28	0.25	0.34	
2424564421		0.42	0.21	0.28	0.48	0.43	0.21	0.13	0.23	
312800783		0.41	0.36	0.29	0.49	0.3	0.33	0.34	0.35	
1706107621		0.45	0.72	0.53	0.23	0.4	0.36	0.15	0.48	
53503202		0.57	0.53	0.54	0.4	0.42	0.32	0.25	0.49	
22953032		0.38	0.15	0.26	0.17	0.36	0.21	0.33	0.28	
100270267		0.39	0.09	0.35	0.54	0.47	0.25	0.23	0.24	
3100971154		0.21	0.11	0.2	0.26	0.19	0.15	0.04	0.2	
22952132		0.29	0.46	0.34	0.49	0.29	0.31	0.34	0.33	
1909828574		0.29	0.1	0.25	0.15	0.37	0.33	0.2	0.16	
2738491026		0.31	0.24	0.26	0.36	0.33	0.45	0.29	0.35	
48866739		0.41	0.44	0.34	0.39	0.58	0.47	0.44	0.32	
783207625324318720		0.4	0.2	0.28	0.38	0.4	0.33	0.34	0.33	
24841259		0.33	0.12	0.25	0.18	0.37	0.18	0.15	0.22	
22816941		0.28	0.23	0.51	0.21	0.66	0.34	0.16	0.28	
2979304175		0.38	0.34	0.27	0.13	0.42	0.41	0.15	0.24	
822225433		0.36	0.26	0.45	0.47	0.4	0.34	0.38	0.37	
1954759951		0.33	0.23	0.51	0.39	0.46	0.32	0.17	0.31	
58004728		0.23	0.09	0.29	0.24	0.26	0.41	0.39	0.24	
313038011		0.35	0.36	0.34	0.36	0.29	0.25	0.21	0.29	
185906955		0.49	0.53	0.35	0.32	0.37	0.23	0.16	0.52	
4721359111		0.39	0.09	0.45	0.21	0.48	0.174	0.15	0.25	
18510860		0.51	0.4	0.57	0.38	0.46	0.35	0.25	0.44	
85868343		0.31	0.28	0.29	0.41	0.41	0.24	0.12	0.33	
747883651		0.62	0.3	0.62	0.34	0.59	0.55	0.52	0.54	
808163215		0.31	0.05	0.31	0.12	0.49	0.31	0.14	0.14	
246500501		0.48	0.42	0.49	0.4	0.55	0.69	0.58	0.37	
1950370597		0.18	0.11	0.31	0.48	0.21	0.37	0.12	0.24	
17292498		0.28	0.28	0.2	0.34	0.18	0.12	0.43	0.22	
107225267		0.54	0.307373271889	0.43	0.4	0.51	0.19	0.15	0.49	
1326005070		0.53	0.55	0.58	0.4	0.44	0.17	0.16	0.46	
816109730708029441		0.27	0.11	0.31	0.2	0.38	0.25	0.3	0.31	
167107711		0.21	0.13	0.35	0.19	0.31	0.27	0.56	0.26	
3886275382		0.31	0.14	0.26	0.27	0.45	0.3	0.49	0.27	
20197657		0.46	0.08	0.39	0.18	0.48	0.26	0.16	0.32	
528056773		0.31	0.1	0.28	0.24	0.48	0.45	0.24	0.25	
1335801494		0.4	0.23	0.45	0.25	0.44	0.21	0.13	0.31	
190939080		0.39	0.18	0.44	0.34	0.46	0.24	0.22	0.25	
194628809		0.34	0.12	0.19	0.52	0.48	0.19	0.25	0.4	
727465726810968064		0.5	0.42	0.31	0.17	0.53	0.47	0.3	0.28	
26752690		0.46	0.44	0.36	0.39	0.55	0.59	0.45	0.26	
136332449		0.37	0.13	0.14	0.46	0.43	0.44	0.13	0.25	
1851304818		0.45	0.38	0.24	0.55	0.38	0.34	0.19	0.26	
1213972514		0.36	0.2	0.42	0.19	0.23	0.35	0.15	0.26	
734586318517370881		0.36	0.13	0.22	0.39	0.5	0.2	0.16	0.24	
78489448		0.17	0.29	0.36	0.43	0.32	0.48	0.25	0.35	
2874567659		0.27	0.19	0.19	0.43	0.44	0.21	0.16	0.21	
4827698474		0.52	0.24	0.49	0.2	0.57	0.36	0.04	0.35	
333040588		0.42	0.21	0.24	0.4	0.46	0.21	0.14	0.17	
23970102		0.45	0.4	0.44	0.36	0.48	0.42	0.39	0.4	
794401550		0.51	0.61	0.57	0.44	0.47	0.31	0.08	0.5	
3295710225		0.36	0.06	0.24	0.41	0.38	0.15	0.21	0.23	
38863786		0.42	0.08	0.48	0.1	0.38	0.25	0.19	0.39	
36932536		0.4	0.1	0.2	0.18	0.5	0.27	0.19	0.13	
1528072561		0.43	0.21	0.38	0.43	0.53	0.09	0.14	0.32	
38016930		0.39	0.09	0.4	0.28	0.39	0.24	0.19	0.28	
71337419		0.46	0.28	0.33	0.26	0.51	0.29	0.12	0.46	
803856074		0.5	0.18	0.57	0.1	0.4	0.43	0.56	0.35	
3143511569		0.29	0.14	0.33	0.2	0.46	0.33	0.24	0.29	
2563516510		0.24	0.2	0.25	0.22	0.35	0.4	0.38	0.19	
604545802		0.6	0.26	0.38	0.33	0.42	0.21	0.38	0.5	
961172101		0.67	0.57	0.793147133651	0.5	0.92	0.78	0.755	0.52	
70477603		0.37	0.42	0.3	0.48	0.44	0.42	0.11	0.26	
708752278765899777		0.19	0.31	0.45	0.45	0.44	0.26	0.34	0.26	
2747676402		0.3	0.04	0.16	0.12	0.42	0.2	0.33	0.23	
3028834210		0.28	0.52	0.3	0.3	0.43	0.43	0.34	0.38	
1475687646		0.34	0.21	0.22	0.38	0.42	0.3	0.22	0.36	
306859494		0.4	0.15	0.24	0.46	0.39	0.34	0.35	0.24	
71840302		0.25	0.18	0.32	0.07	0.3	0.19	0.24	0.17	
759081003168112640		0.59	0.48	0.6	0.63	0.65	0.53	0.35	0.49	
63761348		0.22	0.13	0.24	0.25	0.43	0.14	0.08	0.18	
345401648		0.38	0.53	0.31	0.27	0.28	0.32	0.33	0.37	
3323864375		0.31	0.21	0.28	0.38	0.58	0.42	0.35	0.18	
76937426		0.54	0.3	0.59	0.51	0.53	0.53	0.33	0.48	
759164325827219457		0.37	0.26	0.51	0.32	0.59	0.63	0.48	0.5	
1699487874		0.65	0.28	0.4	0.23	0.345	0.31	0.38	0.52	
3400783660		0.3	0.09	0.2	0.19	0.4	0.34	0.21	0.22	
780085194317557760		0.29	0.31	0.15	0.17	0.433333333333	0.26	0.24	0.3	
342887079		0.55	0.3	0.56	0.61	0.5	0.66	0.73	0.58	
2804920434		0.28	0.04	0.44	0.32	0.51	0.17	0.28	0.19	
15976697		0.4	0.51	0.45	0.45	0.37	0.19	0.07	0.55	
93512107		0.15	0.07	0.12	0.17	0.38	0.21	0.18	0.17	
723539075697926144		0.4	0.29	0.28	0.39	0.48	0.4	0.5	0.34	
365444293		0.21	0.12	0.32	0.27	0.39	0.22	0.32	0.28	
35406114		0.24	0.06	0.21	0.07	0.32	0.18	0.04	0.18	
742096633463115776		0.44	0.32	0.35	0.38	0.61	0.47	0.42	0.2	
159065451		0.35	0.15	0.26	0.24	0.3	0.27	0.4	0.23	
3171549289		0.41	0.33	0.2	0.46	0.44	0.34	0.06	0.3	
2353937130		0.47	0.55	0.26	0.12	0.37	0.48	0.36	0.36	
757598133882916864		0.32	0.1	0.31	0.15	0.38	0.24	0.21	0.19	
93069110		0.33	0.41	0.4	0.43	0.29	0.14	0.17	0.38	
37362374		0.18	0.17	0.43	0.13	0.45	0.42	0.32	0.2	
46681100		0.3	0.23	0.35	0.36	0.33	0.19	0.21	0.33	
3179662599		0.5	0.62	0.46	0.53	0.6	0.56	0.3	0.43	
785870101		0.21	0.09	0.32	0.17	0.42	0.19	0.09	0.22	
530939634		0.23	0.1	0.21	0.14	0.21	0.26	0.1	0.12	
3400859474		0.53	0.29	0.33	0.52	0.43	0.26	0.2	0.39	
32209349		0.2	0.1	0.11	0.1	0.35	0.24	0.3	0.14	
730448238998786048		0.42	0.33	0.47	0.26	0.34	0.42	0.46	0.33	
118080620		0.3	0.13	0.33	0.13	0.62	0.31	0.07	0.16	
17672813		0.28	0.27	0.3	0.41	0.565	0.4	0.36	0.3	
2378914268		0.21	0.24	0.09	0.36	0.43	0.15	0.3	0.21	
220824049		0.31	0.33	0.28	0.38	0.45	0.26	0.18	0.3	
3580248555		0.53	0.61	0.23	0.43	0.47	0.19	0.31	0.51	
3174590074		0.27	0.03	0.32	0.3	0.31	0.37	0.32	0.33	
356324005		0.38	0.4	0.44	0.46	0.62	0.53	0.22	0.39	
4807953266		0.53	0.36	0.73	0.6	0.82	0.71	0.34	0.52	
34430740		0.26	0.12	0.28	0.23	0.4	0.09	0.23	0.18	
7910732		0.38	0.33	0.32	0.42	0.4	0.38	0.09	0.19	
710088641243123712		0.38	0.27	0.44	0.49	0.38	0.3	0.14	0.36	
708362799907512321		0.31	0.4	0.35	0.15	0.34	0.36	0.57	0.32	
4549068679		0.4	0.52	0.48	0.09	0.67	0.6	0.11	0.29	
3405070143		0.27	0.26	0.48	0.34	0.3	0.25	0.29	0.24	
18536009		0.3	0.07	0.27	0.19	0.35	0.26	0.19	0.24	
993451813		0.59	0.63	0.56	0.45	0.57	0.22	0.17	0.51	
15513604		0.45	0.47	0.35	0.27	0.51	0.22	0.33	0.3	
45511031		0.22	0.27	0.32	0.38	0.29	0.24	0.17	0.26	
177410033		0.22	0.15	0.22	0.17	0.13	0.2	0.09	0.24	
60931748		0.19	0.12	0.32	0.25	0.35	0.07	0.1	0.18	
2958091627		0.44	0.56	0.48	0.34	0.57	0.55	0.48	0.49	
3167923560		0.77	0.51	0.83	0.51	0.7	0.56	0.61	0.66	
2561555594		0.38	0.37	0.34	0.21	0.46	0.4	0.38	0.3	
3308047830		0.41	0.24	0.31	0.4	0.54	0.27	0.36	0.22	
601090248		0.23	0.11	0.42	0.36	0.31	0.44	0.13	0.27	
707209121855086593		0.72	0.83	0.54	0.69	0.65	0.15	0.31	0.75	
31239408		0.57	0.44	0.64	0.59	0.59	0.69	0.65	0.56	
118845216		0.44	0.56	0.28	0.4	0.51	0.26	0.41	0.36	
69032114		0.67	0.45	0.61	0.4	0.47	0.43	0.39	0.53	
3799846158		0.42	0.27	0.26	0.41	0.41	0.31	0.26	0.36	
17687565		0.58	0.45	0.59	0.42	0.58	0.38	0.42	0.52	
555581996		0.2	0.09	0.28	0.17	0.48	0.595	0.56	0.16	
415974150		0.36	0.05	0.6	0.32	0.48	0.53	0.33	0.28	
148908323		0.4	0.19	0.25	0.52	0.44	0.29	0.31	0.28	
143104075		0.32	0.29	0.31	0.3	0.32	0.25	0.15	0.24	
5695632		0.6	0.39	0.54	0.53	0.61	0.28	0.38	0.35	
3332440414		0.19	0.03	0.39	0.46	0.3	0.3	0.23	0.29	
813286		0.61	0.5	0.49	0.42	0.38	0.42	0.3	0.57	
374102346		0.35	0.31	0.31	0.41	0.44	0.34	0.16	0.33	
20713061		0.45	0.43	0.25	0.14	0.54	0.34	0.49	0.28	
932973098		0.2	0.07	0.4	0.1	0.26	0.25	0.31	0.26	
488060497		0.3	0.31	0.29	0.58	0.4	0.29	0.17	0.19	
1247820060		0.41	0.22	0.19	0.15	0.46	0.33	0.23	0.21	
1006223461		0.27	0.18	0.4	0.16	0.44	0.43	0.53	0.24	
17481417		0.28	0.1	0.24	0.35	0.37	0.32	0.18	0.27	
395961182		0.28	0.12	0.2	0.27	0.54	0.35	0.28	0.29	
138214798		0.21	0.27	0.32	0.26	0.29	0.43	0.34	0.37	
4821920832		0.42	0.28	0.53	0.36	0.57	0.54	0.59	0.42	
15446531		0.36	0.34	0.47	0.23	0.26	0.26	0.13	0.31	
3062785050		0.28	0.32	0.25	0.29	0.43	0.38	0.27	0.2	
737449307926847493		0.22	0.16	0.16	0.16	0.3	0.21	0.06	0.11	
792054519907643392		0.36	0.07	0.3	0.22	0.45	0.3	0.31	0.3	
794341422174334976		0.42	0.53	0.49	0.66	0.6	0.45	0.5	0.39	
383546124		0.17	0.0	0.3	0.31	0.41	0.26	0.26	0.17	
119099353		0.44	0.57	0.29	0.38	0.34	0.26	0.04	0.52	
3331044929		0.25	0.13	0.16	0.18	0.2	0.22	0.09	0.23	
47657632		0.43	0.45	0.17	0.46	0.48	0.18	0.12	0.35	
2190828416		0.27	0.04	0.21	0.14	0.36	0.27	0.27	0.12	
18545481		0.63	0.35	0.54	0.41	0.52	0.45	0.45	0.6	
240786850		0.22	0.14	0.09	0.24	0.44	0.25	0.24	0.17	
3122799060		0.52	0.27	0.44	0.33	0.57	0.52	0.58	0.39	
1710212232		0.26	0.45	0.21	0.28	0.43	0.17	0.09	0.32	
55976150		0.61	0.55	0.62	0.33	0.47	0.26	0.34	0.6	
770540354		0.23	0.09	0.2	0.07	0.42	0.21	0.05	0.14	
1446308850		0.33	0.23	0.13	0.35	0.42	0.41	0.31	0.34	
74476959		0.26	0.11	0.39	0.35	0.3	0.51	0.17	0.25	
775733745470935040		0.35	0.51	0.793147133651	0.3	0.55	0.645	0.75	0.57	
3161660191		0.5	0.72	0.49	0.3	0.46	0.26	0.22	0.51	
526147690		0.3	0.15	0.17	0.3	0.47	0.13	0.17	0.27	
484801775		0.4	0.15	0.21	0.18	0.53	0.38	0.19	0.24	
56569304		0.33	0.17	0.24	0.42	0.46	0.3	0.17	0.15	
410399203		0.28	0.2	0.41	0.34	0.45	0.14	0.3	0.32	
2525675331		0.58	0.34	0.6	0.21	0.4	0.34	0.26	0.45	
54560384		0.2	0.12	0.35	0.37	0.37	0.29	0.12	0.22	
596329092		0.43	0.25	0.2	0.17	0.35	0.41	0.15	0.28	
578525346		0.31	0.17	0.3	0.56	0.4	0.36	0.12	0.22	
3973611433		0.41	0.46	0.29	0.22	0.33	0.34	0.25	0.32	
1455286956		0.43	0.48	0.38	0.45	0.55	0.49	0.55	0.44	
49424542		0.64	0.55	0.63	0.22	0.5	0.25	0.13	0.61	
4188671596		0.3	0.3	0.18	0.32	0.32	0.28	0.3	0.27	
53867581		0.38	0.28	0.793147133651	0.14	0.84	0.85	0.64	0.13	
2792290643		0.36	0.28	0.28	0.38	0.26	0.37	0.12	0.26	
487769182		0.6	0.54	0.4	0.47	0.36	0.36	0.29	0.46	
325385270		0.62	0.34	0.44	0.37	0.47	0.43	0.25	0.41	
109065990		0.41	0.41	0.44	0.43	0.53	0.3	0.26	0.35	
3308822353		0.39	0.36	0.3	0.5	0.36	0.28	0.16	0.2	
402119037		0.57	0.34	0.26	0.3	0.52	0.3	0.25	0.51	
32641831		0.21	0.44	0.793147133651	0.56	0.88	0.74	0.49	0.26	
1634019780		0.42	0.4	0.27	0.34	0.37	0.18	0.25	0.33	
893110278		0.31	0.2	0.34	0.31	0.43	0.19	0.2	0.35	
3370804054		0.34	0.31	0.28	0.33	0.5	0.18	0.23	0.24	
