id,label,1
2292880440,SMusfelt,0.3
774835929856999424,lindabphillips,0.36
246147839,Irias6,0.35
2379034351,Science1Music,0.29
245780164,lionthecatt,0.45
85629721,CatherinCrabill,0.26
473226781,ChuckWilken,0.31
752841114336493568,jamesedgriffin,0.56
3218954806,mpekarski61,0.52
1497452629,InfidelCharles,0.44
1092189457,Chyk77daniel,0.25
11073512,JoanChakonas,-1.0
353830304,fringesurfer,0.38
727717202615521284,TheFelixNYC,0.38
483133119,richiebuono,0.49
3676047863,VollrathTammie,0.32
3395811605,MGahannon,0.48
4179814341,cajunhossman1,0.36
217634501,MasterGuns1313,0.52
2467960591,NikKress,0.35
4286980636,234_6683,0.33
3533102955,Narowenn,0.38
465046002,Peony459,0.18
1473152466,EUEQUALSNOINDY,-1.0
2989323842,PatrickPSeger,0.49
2804480622,Pannie321,0.35
3395964711,Women4Trump,0.43
729878414383927296,Churrogaming01,0.21
2488999291,CrazyHanSolo,0.35
755401950548623360,ForPlebs,-1.0
131149139,jamestanat,-1.0
852160537,ChrisNoelMills,0.52
100369974,dvdsly,0.59
3018534915,GeauxtigersVa,0.33
89529342,TerryBlott,0.41
704720247224475649,janluxy,0.48
753454613953556484,AKnickerTwist,0.33
267021306,pink_sprnva,-1.0
4454359240,Lorri66803314,0.36
4472117056,DianaDo46526692,0.34
755703,deanroth,0.34
820869301,becerra_erika,0.24
252804421,Mario__Savio,0.37
3155025981,rickybobby90210,0.46
3883733953,brujeff77,0.4
759190258726662145,Nutsin1983,0.3
4459753935,JohnPena03,0.53
4340433312,JasonCh19916885,0.42
828719214,ClubMcRD,0.52
35500378,Mindy4110,0.48
41504983,Meme_Business,0.24
1375150830,VerdantMusings,-1.0
44743406,CaballeroMaicol,0.37
948363535,rhhhhh380,0.36
1277481013,CharCharbag,0.52
125550109,delyju,0.42
3280703743,30ozMitch,0.18
286618879,Most2hip,0.63
52816412,Euro22,0.26
2199893304,freedomsforever,0.34
742048209057374209,JMurray247,0.27
468798917,lenababou,0.36
23443030,PeteKent01,0.38
1712514991,freedom1822,0.46
399145347,WittSheryl,0.34
3364450600,moonchildwander,0.36
771149628024565760,Livinglaketime,0.5
2367279846,CPPSFan,0.37
329681844,brucehallsports,0.35
15315465,BlossomVinson,0.43
492389369,cgtownie,0.35
3189317230,donald0mojo,-1.0
2470194618,Hogan7241,0.38
4436237532,Sick62Tired,0.55
52398009,ActionFleet,0.42
1932283777,PoppyLane_,0.38
257735479,nicckkkg,0.29
2223863478,ThnkOutsdtheBox,0.33
22099720,rightwingertoo,0.49
2344344060,DianaChambers18,0.33
430242977,ACEkdog,0.24
231641765,jewishalways,0.53
89638814,constancesavage,-1.0
21343120,Earthangel7558,0.22
3027817342,TuesdayTells,0.37
786021727268589568,rigbee17,-1.0
3278935033,lissetterod123,0.29
1636608985,pam_baldridge,0.27
600143518,TG19476,0.22
3305436433,maria_macaul,-1.0
14464961,deplorabletbs40,0.38
4320809783,kshw5678,0.44
595115278,FranklinandBass,0.39
187059363,StupidBoomers,0.55
276785622,fgg567,0.33
781592535328296961,CallingJen,0.36
3742043794,DimonyekaMark,0.46
3438900346,vicbunchjr,0.19
4214758101,1lionroars,0.55
171303295,Launterfied2,0.41
15896379,GloriaSacer,0.43
945857035,SteveCarter490,0.19
23942930,LessaStone,0.33
505062730,guyruggieri,0.22
2740478799,Bmcph0,0.62
769282526854651904,sarahthomas_96,-1.0
388329857,RobertGBodean,0.25
182929115,haybernie,0.28
105781495,AndreaQtown,-1.0
235326480,BillyBlac,0.37
36064015,moniquesourdif,0.33
4821206233,GriffinMelissa7,0.37
712976695,ofccadjust,0.43
24544802,shortman5427,0.51
783350449948635137,LindiVertin,0.24
1365107749,tntranchtx,0.42
4913861474,j86753091,0.49
87250503,peterdukephoto,0.4
785097534,BigBassettHound,0.32
731195365408407552,realDJTrrump,0.36
300989278,LWaff,0.41
2713104409,wmeijer4,0.37
4891291658,FredTheGrower,0.13
21619587,KnightBreed,0.28
705570257704845313,craigmay17,0.54
755038953753804801,tlfhappy,0.46
759806849797554176,CaroCrt,0.4
53151746,egsuchanek,0.21
778558082301526016,Shitlery,0.35
436139359,DavidMcDonald32,-1.0
585182654,TenquidOk,0.3
17675012,Spartacus1776ad,-1.0
4805950214,JamieJo38435677,0.36
832886564,socalmike_SD,0.44
3419869632,BicknellShirley,0.4
33203065,713BLUEJAY,0.32
1951101906,WeDontDoFear,0.39
1415594922,1_Hoof_Hearted,0.63
221475570,WendyPrince2,0.56
717471446595796993,Sdw44isWallace,-1.0
332603508,francis_segovia,0.37
111571153,psyvenrix,0.17
485380959,Scrapinlin,0.34
23050300,SiliconNooB,0.33
4899185746,Keyster101Rich,-1.0
265180424,ChicagoRESales,0.29
703700133742034946,KarenCFL23,0.39
762788716523950080,BethEva61266867,0.33
778405336147374080,MollyWhite2017,0.44
1098918846,Spiketac223,0.32
229520418,Mikrologistika,-1.0
3295853040,BelieveMeTrump,0.32
140638175,toby1995,0.46
3234416528,jch4161,0.3
608766372,carriewalker77,0.43
2341500979,BillPatton720,0.56
756357819524345857,Bern2trump,0.33
35525976,LeaSavoy,0.35
27901877,Alisand3,0.27
2961295431,HAMnEGG_WILLIE,0.42
715434592925270017,DiegoGa71246253,0.47
711693653954015232,PaulaJanL,0.59
4313704880,ZungleC,0.36
2548011440,PoliticNutt,0.42
4761064634,StockMonsterUSA,0.63
769051888486604800,girln1Dog,0.29
2991880292,mike_kid7231,0.28
4446067695,trumpemall,0.43
181309184,samwilson404,0.49
3624928215,Dogroomer79,0.23
430883587,broker1ajs,0.43
2160177936,SpazzThree,0.42
525847693,go_rillv,0.34
787449090086952960,Nicklee9999999,0.52
42914466,only_eve,0.33
16055100,Hanksmom,0.45
787264867,GiaBarger,0.32
2988487643,PennyLDuncan,0.42
40325091,tjssmith,0.56
17099193,Okie08,0.25
38637761,christine1noel,-1.0
2847130953,culpeperoutpost,0.39
4881267029,giod_arco,0.37
709085805613072384,SalvatoreVitol5,0.4
225547122,BrittaniDigby,-1.0
3308085366,GoDonaldTrump,0.5
301613161,skinnmacdana,0.26
3974665634,USAneedsTRUMP,0.4
526282981,nanasmith62,0.28
2884739378,HillaryIsDying,0.36
539319170,D3U5VUL7,-1.0
568678633,SniprFire1,0.36
758429841972686848,grayeaglejones,0.36
786987056874479617,vn2dsr,0.28
2540556841,WaterboardDC,0.17
484801775,jenfit23,0.29
759091893938499585,smart_whit,0.42
715285869318373376,walshcormier,0.44
2806458203,c33a9a8012e34ea,0.48
2451418584,BuyReardenMetal,0.37
1944110094,mountainwifemt,-1.0
730865908575576064,_weebutmighty,0.34
73128845,BjRantz,0.26
415175014,MiriamRoseMc,0.38
210978450,1DimitriRadio,0.54
264504352,Rose_Pedid,0.35
41677388,EBRINDLEY,0.33
730865469062680577,JimDesert1,0.36
23067170,johned66,0.12
756994340463910913,trumpchix,-1.0
1475528634,Tralvan,0.37
717760565771431936,twburns28,-1.0
1176863142,mtajaj32,-1.0
18538801,laurel720,0.44
52775821,MarkFromLavaL,0.2
309843766,AllAmericanEric,0.32
305982376,THEVonRoll,0.2
32824532,morgancap,0.32
887666250,jezebelephant,0.11
1606441885,lvlvlrd707,0.44
182189367,mosborne32,0.21
785667636474576896,MaryCat69705736,0.33
261204789,TheRealTheebb,-1.0
725064846056640512,ReneeCarrollPhx,0.32
18583216,propagare,0.43
56240116,Liongurl215,-1.0
127692727,DefendUrRights,-1.0
771365661364936704,yerzinia1,0.33
2389911306,SOUTHSIDEOUTLAW,0.32
769362415964131328,james_bluhm,0.47
448323541,Heeeellllooooo,0.34
1664059166,QxNews,0.42
29136429,MariviGarces,-1.0
3321633224,dblack15nc,0.35
753904169870827520,vivaden3,0.49
3266978148,GAAnnieLonden,0.48
769607999304400896,laravanpletzen,-1.0
769557895872589825,Angelbowranch,0.48
2475377315,DMaryChrlstmas,0.46
761320600967254016,truelibertylove,0.36
5920142,jerseyboy,0.58
1446411870,deborah11189,0.51
705770005636321280,vickiepagliai1,0.28
259017826,skinny_pete_,0.26
4906409482,Citizenjay45,0.31
221225600,natashaprice84,0.26
585968039,Yi_Benevolence,0.31
4719193355,TnTrumpFan1,-1.0
302416276,CBuch64,0.23
4871587643,sinachiuba2,-1.0
2340774583,NONONOEU,0.44
589088453,AnnMarie628,-1.0
1623747896,DustyMiller03,0.48
49129524,scorydott,0.36
753009468397514756,isavega2017,0.32
764322548754550784,AlajosVida,0.53
404191976,AynJuLMuslc,0.4
1548680298,LeggettMl,0.42
259260816,zeusFanHouse,0.72
2405619967,iamrhmarcus,0.32
918147986,JohnKLesher,0.35
21800713,retiredchiefANG,0.5
2266026677,cgm807,0.36
50382036,nrbest,0.25
81016687,Hipposlug,0.25
4056036501,nuckledragger,-1.0
1268703074,UberGrump,0.38
712560570822746112,SharonCBurgin2,0.42
768663331,Miham2k,0.43
738509183952113664,MarilynJLevins1,0.42
742830918084087809,NorseBerserker,0.21
3381642802,cher_toi,0.34
131436146,brilliantsights,0.21
3121242095,grovelandjohn,0.25
91997913,jinouyang,0.4
2330468346,GogiGogi12,0.55
15400522,mess1,0.18
860620430,Dmattox63,0.22
4851318494,DonaldjTrumpFTW,0.62
2677167336,stealthtrades,0.27
706320650894495744,tennisgirlbama,0.46
758846415535611904,jjjjjjjjjjl2,0.45
783021231683477504,Shannon07884884,-1.0
1202793385,Angelo_Masso03,0.26
1008951163,dale_je,0.28
437233077,nycnash,0.29
2434476516,Akemm2Annette,0.32
1072779949,talldede,0.38
342942805,AU_bebe,0.41
740868761436094464,badger3030,0.36
753673619708882944,mrsbiglaw1,0.32
279134171,MyPresidentme,0.46
788070599016980480,Assclown8828,0.3
4703006612,politically_cor,0.36
2763692645,5_fly_5,0.28
4919080518,Peterson33Izzy,0.52
28586814,drewjt6,0.27
703720973292445696,Bigwill81479895,0.35
476789609,BOSStonSports,0.43
211499356,IheartAlby,0.12
69685617,HugoCoronado,0.4
1250525803,bitofhunnie,-1.0
3610245193,saratjoy,0.48
889596158,clakjak,0.33
47657632,tjoy7,0.48
747144457741606912,ptydale1001,0.36
742290831235653632,suckmyprivilege,0.28
2438680456,jane_lehany,0.26
255561451,cffc2880,0.37
26700483,Slauncha,0.27
2839157637,GabdullaButcha,0.34
757274353889341440,ElizabethVlaho1,0.4
709973837,PunkiBrenda,0.45
2754793927,HughesSandee,0.34
3246229982,sett_j,0.34
69786575,brownryan6,0.37
334390100,DLMooney69,0.29
714105267051364355,Ande54775986Bob,0.46
899131381,MarthaWharton3,0.25
1558285112,killseandead,0.47
3306234950,ttmperry,-1.0
21175362,prowlerz,0.46
786701257754939392,mycrush1809,0.22
2546509795,JohnAveryEmison,-1.0
2306978267,BristerVoyie,0.2
125798518,CesarAristy,-1.0
748638568776601604,Navyvet30yrs,0.36
740637475,NYlovesTrump,0.29
711667371782459392,htdpz,0.47
4091069661,IsabellaBurrell,0.48
722791121085005825,mary_for_truth,0.47
109057738,ragwed12,0.3
3151630539,Grannysgotagun1,0.28
716403872,Gammyto6,0.28
2932787626,Malcolm1217,0.13
27569037,peoriaindian,0.33
202643200,GerryCallahan,0.36
1535473922,DianneK01652832,0.33
111547732,JaredDayAZ,0.58
138870199,acceptjesusnow,0.32
130825293,xXHexagonXx,0.27
747615213675941892,Hedge5150W,0.25
469799575,NormandinRob,0.28
4262215333,K3KLRFUkE7mWDRm,0.39
2975187827,ImDuchessK,-1.0
441724006,illuminateheros,0.34
181289030,bertneuhof,0.24
1251973729,Zage56,0.46
155706357,is_the_is_are,0.27
2370793248,VickySyna,0.24
21363569,CaesarOtavianus,0.51
376510469,ChantellDawnSny,0.28
1925610770,jrshea13,-1.0
72468088,jamesdwalz,0.42
777138125743108097,fredgthegreat,0.31
484762486,QuazarStudios,-1.0
164159637,carolfung007,0.28
746906352014921728,TruthPuking,0.34
1199122891,likesghosts,0.41
708767770733780994,Texashemi,0.45
788865734948421636,lady2beat,0.26
1218866012,SaundraONeal9,0.37
3302153561,AmericanSniperG,0.35
268653902,1truejoy,0.31
115567809,wbmjerky,0.17
373593476,canadab1967,0.43
2516924637,carolina_brenna,0.37
786381272352382981,Brew_sir54,0.4
795870090,icecreamdude2,0.29
48940099,Bonerlord911,0.15
778381941666000897,tljbd,-1.0
18382395,dennypeters,0.37
404463989,Ginlefebvre,0.36
560198159,BruvverEccles,0.27
7712832,janamurray,0.46
784943635,CauseOfLiberty,0.57
4235632753,greatagain4,0.57
220584725,IndigoHawthorne,0.53
2881169894,vickilove482,0.34
790542535609360384,danny_opine,0.4
706960483,lizziegrae,-1.0
228787055,Confederacy_Man,0.13
2892478027,bugnurse970,0.3
3012961808,CloudDriven,-1.0
61759988,KathR72164,0.26
1058964374,Timmyom,0.27
538588302,CUGregersen,0.29
3068746850,SavetheUSNation,0.59
1691497362,K4RJC,0.4
299878544,royalsoda1,0.23
561310591,Zane_Michaels,0.44
305202222,mrh137,0.47
946723260,Float_Girl,0.33
760770167982948352,TRUMPNEXTPRES16,0.3
618221913,Proverbs02,-1.0
548136534,Bigger_Bull,0.38
763891017753829376,JaneForbis,-1.0
705563459426131969,elegancewithin_,0.37
270396457,choolie211,0.18
899200940,GrlDuzNailz,0.23
787366288029016064,PeralJack,-1.0
2436694995,CourtneyBartuc1,-1.0
633015465,AnjokaMaximo,0.4
116876382,johnnywehrung,0.31
749302377010847744,dominiquemarcea,-1.0
26033003,crazyigues,0.33
757914175,Nancyskrazy,-1.0
539160514,AlyceMemeBond,0.2
785348223477035008,Steve46532731,-1.0
896437094,kjjohnsn,0.44
3581776997,Goy_Orbison,-1.0
3270298494,bigblkman1,0.29
517295547,scoutstandup,0.34
4893637685,JudieKloss,0.41
529628253,juliacerwin1,0.34
2982868572,KCGirl25,0.32
574868685,HChornets81,-1.0
854913649,KellyGehling,0.29
400132178,Bullmahimahi50,0.17
206830820,Guyserving,0.24
3148522928,LadyKalokoh,0.33
3289045495,yayala19,0.49
389772212,CFieldsWVU,0.32
782427094215036928,waitforpopcorn,0.19
188035916,ocholockonee,-1.0
1700558094,A29885464,0.37
790005438481707009,NonnaLovesMe,-1.0
403709229,TimelessJules,0.42
89219158,bloodshoteyezz,0.19
1048774327,Neilstradamus,0.24
146439811,doomsdaydean,0.17
3514746562,TheSnootyLlama,0.37
2738798022,RealMikeNapa,0.49
4799034262,pavlova_coursen,0.23
789274615377821697,thechrismota123,-1.0
706955785280983040,Anti_Globalists,0.38
3371687206,WilhelmusJanus,0.45
724726581982322692,pjweaver94,0.54
710651196734713858,CrusaderTom,-1.0
3825884535,BraunerSumpf,-1.0
2352300690,1984VISION,0.29
4188415121,marchibbeyahoo1,0.38
488290527,anudatwani,0.28
26022470,fredelkamp,0.49
784738349567401984,Lorie60397909,0.38
760331482917400576,La_W00Dk,0.45
30299535,PatriotG3,0.22
1549873879,SphericFractals,0.41
713643350587478016,FrankCaputo12,0.34
2283107413,USA_Report,0.35
3624648676,BoboMarilyn,0.31
72414244,GREG_TZ,0.38
714985182315450368,Debbierg51,0.52
2211328028,JimmyKyper,0.36
1302040782,bean1678,0.31
756615199914721280,Panemetcircens3,0.3
378321337,Joshucode,0.28
791899965111037952,nl12394,-1.0
780575267911675904,boymomjess,0.27
49387997,SECole_44,0.33
2779417804,Thebossitalian,0.34
191706532,poeticrat,0.18
766770164645769216,WayOfTheBatman,0.17
2154771370,AllenLargent,0.23
2307253314,Snap_Politics,0.51
1096939369,RoyalB1tchness,0.19
613967641,chas_shoop,0.1
347462747,HuskersNBroncos,0.41
2297714449,truthkno2wn2,0.55
31657533,RealtorCarmen,0.27
1904874517,MikeAllenG,0.52
1898016314,215manfred,0.44
3312015750,usahedge,0.5
2853085550,SD99T,-1.0
707097541968588800,zombiebaittom,0.42
2153495505,s_beliveau,0.11
1397509826,JC_Aucamp,0.33
34715248,dyanjae,0.38
112873910,pennylee1953,0.43
1920847470,bullcook11,0.29
242913108,Lantz_16,0.08
2413817191,dunnolol4,0.35
735111338754592768,stikugood,0.25
750153260560965632,juliuscaesarrex,0.28
590567054,JohnnyRainbowX,0.34
756972232690110464,ctsew377,0.38
48526013,wanttruth,0.59
3956041642,DebMeinhardt,0.54
29011922,itismedesu,0.08
747944972175958016,Weasle37417140,0.36
727566660702482432,natkassin,-1.0
833650770,frgrab_frank,0.4
1009268858,IB4UT2,0.23
4856996010,sheipet912,0.4
65078777,trickytweeter,0.32
1470149846,TimBolojan,-1.0
725342237370937344,tariq_alauddin,-1.0
326957730,JinxClower,-1.0
15916814,desotomike,-1.0
793616937855004672,Harry261103951,-1.0
327034642,406mama,0.51
478569125,HuntingFreakz,0.45
54694300,BrAdPoLlY,0.07
789914170804281344,tennme2,0.34
4895640252,absolutepoke,0.43
30215625,sidecourt2003,0.42
261048107,EdDale777,0.61
49190063,Amyloukingery,0.48
508953310,JoelAudu,0.26
46246807,FIAGI,0.24
3184558807,jtravis1010,0.36
56632688,ItsFazz,0.18
782377330241003520,pauldorkman,0.36
717013114299015168,erneststewart6,0.54
1032891972,turopo99,0.49
2497469630,Lovemarina814,0.22
626539462,MermanKris,0.32
86158601,agstup,0.57
789624163002617857,iiilllliii2,0.4
4851826737,Maryfis90730348,0.55
3061500557,newday1976,0.24
791484518095925252,shitpostmaga,0.22
36940614,Libby_Weed,0.21
704094904595705857,DustinBryant601,0.25
18385910,TellTheTruth1,0.51
714618275439575040,NulgathWar,-1.0
420266672,jmansour52,0.59
114807010,JesusRiera14,0.46
354963969,Lonegunmaan,0.32
3033934347,justekk3,0.31
785877910922158084,Youdbeinjail34,0.27
4860882783,jarodglawe,0.44
3244962238,incorrectpoliti,0.41
2331065239,roblesnadjuntas,0.41
1510890792,quintonwoj,0.22
4757535874,SmallAxe2016,0.33
303579558,crose948,0.18
234466998,jimboazil,0.48
23685037,sm3ghead,0.22
3267456386,ColumbiaBugle,0.5
562927744,ErnestFannin,0.33
16067067,nousgnostic,0.34
2248474104,moneta_sovrana,0.28
109446452,man_of_renown,0.26
2228703812,geoffreywolf11,0.41
1945668452,BeulahNix,0.3
3314538298,ricanteja,0.24
97492736,PATROIT73,0.34
751849336120733697,tate_schmaltz,-1.0
115720535,AADVANTAGEPAINT,0.38
758648276610449414,its4aletheia1,-1.0
189940236,smaddiebird,0.3
4241941692,miller21411988,0.42
3340871699,Anon13Voice,0.37
1271372744,tdoggydog78,0.32
2351934614,Landilamb,0.33
154681376,Jehoshua_F,0.29
