Source,Target,weight
1500129642,1709851429,1.0
1500129642,1041490284,1.0
1500129642,88296327,1.0
1500129642,57762831,1.0
1500129642,115128109,1.0
1500129642,284056728,1.0
1500129642,3931479017,1.0
1500129642,4885628973,1.0
1500129642,1516900555,1.0
1500129642,18647752,1.0
1500129642,756667245036568576,1.0
1500129642,734053266812600321,1.0
1500129642,2194342442,1.0
1500129642,261986487,1.0
1500129642,4859154341,1.0
1500129642,228118184,1.0
1500129642,436106053,1.0
1500129642,2916530488,1.0
1500129642,520834708,1.0
1500129642,394231278,1.0
1500129642,1566030626,1.0
1500129642,17524689,1.0
1500129642,1358290958,1.0
1500129642,2899459274,1.0
1500129642,765897068439306240,1.0
1500129642,456636296,1.0
1500129642,402396916,1.0
1500129642,314243234,1.0
1500129642,636239122,1.0
1500129642,748165571016015872,1.0
1500129642,884385044,1.0
1500129642,40149703,1.0
18810387,709125840,1.0
18810387,715972567807303680,1.0
18810387,741315273278398464,1.0
18810387,36839283,1.0
18810387,936858992,1.0
18810387,8797722,1.0
178016956,824006152585379840,1.0
751467350805909504,4868170265,2.0
751467350805909504,2650187290,1.0
751467350805909504,261736294,1.0
64290676,1187136625,1.0
64290676,2720203907,1.0
64290676,4289328804,1.0
74841347,60149899,1.0
74841347,763130254231756802,1.0
74841347,747480363371499520,1.0
74841347,76708540,1.0
74841347,862192382,1.0
74841347,1008951163,1.0
74841347,2961295431,1.0
74841347,3399869637,1.0
74841347,2551251168,1.0
74841347,2357090552,1.0
74841347,4735889903,1.0
74841347,903953910,1.0
74841347,50913224,1.0
74841347,3018140491,1.0
74841347,82391199,1.0
3031032827,1013796373,1.0
23433605,13960902,1.0
23433605,192692803,1.0
23433605,27951857,1.0
23433605,234466998,1.0
23433605,707253890299744256,1.0
23433605,91952810,1.0
23433605,4834923616,1.0
107012365,399745111,1.0
107012365,2626353269,1.0
107012365,137521303,1.0
107012365,51967388,1.0
107012365,531478369,1.0
107012365,862412810,1.0
750192324,21095477,1.0
791423706555756546,176657599,1.0
791423706555756546,473037809,1.0
791423706555756546,834223994,1.0
791423706555756546,724258035107917825,1.0
791423706555756546,928475460,1.0
791423706555756546,2296723068,1.0
791423706555756546,2672693279,1.0
791423706555756546,267267854,1.0
791423706555756546,755893080373366784,1.0
791423706555756546,723577767820967937,1.0
791423706555756546,710140390029041664,1.0
3947635155,710103426865225728,1.0
3947635155,744210322639192067,1.0
3947635155,705118576710172673,1.0
3947635155,698562318351863809,1.0
3947635155,710088641243123712,1.0
3947635155,5950272,1.0
3947635155,4885703096,1.0
3947635155,3066795690,1.0
3947635155,4858916014,1.0
3947635155,1428794820,1.0
3947635155,3446784017,1.0
3947635155,3173651177,1.0
3947635155,861131778,1.0
3947635155,582140844,1.0
3947635155,757989565600858112,1.0
3947635155,3003765995,1.0
3947635155,4241357892,1.0
3947635155,740968060744437760,1.0
3947635155,38664653,1.0
3947635155,790241949974278144,1.0
3947635155,77499983,1.0
3947635155,1849938847,1.0
3947635155,25158148,1.0
3947635155,463770958,1.0
3947635155,787887222,1.0
3947635155,18034481,1.0
3947635155,23841163,1.0
3947635155,876553406,1.0
3947635155,762802687544963072,1.0
3947635155,2976920404,1.0
3947635155,4002449655,1.0
3947635155,166362103,1.0
3947635155,336594986,1.0
3947635155,3867248416,1.0
1131620340,21095477,1.0
775870494897803264,2447290136,1.0
775870494897803264,4574801895,1.0
12912542,97168944,1.0
12912542,722915786969329665,1.0
12912542,724726581982322692,1.0
12912542,16226605,1.0
12912542,475690797,1.0
12912542,3020455940,1.0
12912542,4904455246,2.0
12912542,1522753381,1.0
12912542,2975093116,1.0
12912542,2567523902,1.0
12912542,329772412,1.0
12912542,12912542,1.0
2167127884,709104113217212416,1.0
2167127884,2358183505,1.0
2167127884,1143033450,1.0
2167127884,786433572777304064,1.0
2167127884,3321952723,1.0
2167127884,1400943320,1.0
2167127884,382295125,1.0
2167127884,31344647,1.0
2167127884,305877707,1.0
2167127884,796523629,1.0
147580943,716734128687878144,1.0
147580943,67903191,1.0
147580943,4893582459,1.0
147580943,244966902,1.0
147580943,350336467,1.0
147580943,65371363,1.0
147580943,751286534385524736,1.0
147580943,4660393213,1.0
147580943,4568989032,1.0
147580943,779875481113866240,1.0
147580943,16450389,1.0
147580943,863532764,1.0
147580943,2757291225,1.0
147580943,2362945806,1.0
147580943,2442574612,1.0
147580943,58282687,1.0
147580943,97669212,1.0
147580943,615350670,1.0
147580943,791796448958541824,1.0
147580943,313440222,1.0
147580943,2720895981,1.0
147580943,242419182,1.0
147580943,793258942608601088,1.0
147580943,126680535,1.0
147580943,1646906960,1.0
147580943,785938462222483456,1.0
147580943,115128109,1.0
147580943,513873998,1.0
147580943,4346218768,1.0
147580943,4235077661,1.0
147580943,436796988,1.0
147580943,496646106,1.0
147580943,447713267,1.0
147580943,211697280,1.0
147580943,234464514,1.0
147580943,1623747896,1.0
147580943,1884527750,1.0
147580943,219263886,1.0
147580943,3617733732,1.0
147580943,154350597,1.0
147580943,488114705,1.0
147580943,2342153815,1.0
147580943,721329892,1.0
147580943,548136534,1.0
147580943,201914406,1.0
147580943,4779809419,1.0
147580943,181771233,1.0
147580943,70499942,1.0
147580943,4586494518,1.0
147580943,41063452,1.0
147580943,2993377468,1.0
147580943,709964254414290944,1.0
147580943,777210727882829824,1.0
147580943,3885747383,1.0
147580943,707741792435720193,1.0
147580943,579661604,1.0
147580943,3164552998,1.0
147580943,737968834909331457,1.0
147580943,545504007,1.0
147580943,2777137464,1.0
147580943,29759829,1.0
147580943,364589145,1.0
147580943,755604405072846848,1.0
147580943,35150454,1.0
147580943,70508257,1.0
147580943,788048169011712000,1.0
147580943,787160251984322560,1.0
147580943,175255826,1.0
147580943,733318453520666624,1.0
147580943,715351137050710016,1.0
2473143948,35525602,1.0
2849060385,785340089672937472,1.0
2849060385,232750303,1.0
4795071884,784943635,2.0
4795071884,1278440773,4.0
4795071884,504720798,4.0
4795071884,4795071884,3.0
4795071884,590320358,1.0
4795071884,3607014433,4.0
4795071884,1888491548,1.0
4795071884,711996407,1.0
3070465286,791853193017733120,1.0
2425776899,308212534,1.0
390188367,1385192168,1.0
759140886638792704,262800088,1.0
1014094537,709383313983725568,1.0
1014094537,4408482973,1.0
1014094537,131633337,1.0
720008230412410885,719575907166470148,2.0
720008230412410885,765418607404658688,1.0
720008230412410885,374284455,1.0
720008230412410885,3528734117,1.0
720008230412410885,542181157,1.0
720008230412410885,2877335481,1.0
720008230412410885,298731715,1.0
720008230412410885,85134720,1.0
720008230412410885,4745253913,1.0
720008230412410885,591951432,1.0
720008230412410885,4591029915,1.0
720008230412410885,720008230412410885,4.0
720008230412410885,4503215594,1.0
720008230412410885,4726269672,1.0
714791179158691845,1581496496,1.0
724403458351071235,703700133742034946,1.0
724403458351071235,733662645988032512,1.0
93003933,4797764475,1.0
46808996,3852740878,1.0
2664984804,3008582531,1.0
2664984804,792066723633565697,1.0
2664984804,770905444797804544,1.0
783480283983073280,783084207635591168,1.0
783480283983073280,783480283983073280,3.0
783480283983073280,4266211361,1.0
26643566,782415530800001024,1.0
26643566,325706016,1.0
26643566,306924364,1.0
26643566,335353868,1.0
780864112502771712,1918048327,1.0
780864112502771712,2447021562,1.0
4822993582,4925078533,1.0
477864155,70528636,1.0
477864155,7712832,1.0
477864155,303450744,1.0
477864155,713031225141669889,1.0
477864155,759791099455995904,1.0
477864155,1337701074,1.0
2581758266,3116717745,1.0
2581758266,541198983,1.0
2581758266,4890906564,1.0
2581758266,622142396,1.0
2581758266,472004282,1.0
2581758266,784539461296291840,1.0
2581758266,3066863551,1.0
2581758266,2172753872,1.0
2581758266,761165416479744000,1.0
2581758266,705223262209310724,1.0
2581758266,752242502069948416,1.0
2581758266,3761076075,1.0
2581758266,32936248,1.0
2581758266,2881169894,1.0
2581758266,162555684,1.0
2581758266,3413212065,1.0
2581758266,23622654,1.0
2581758266,736027919852568578,1.0
2581758266,491798554,1.0
58846111,18988902,1.0
94156992,30996996,1.0
94156992,4902276596,1.0
782331847711883264,323085742,1.0
782331847711883264,32951070,1.0
782331847711883264,2544931616,1.0
4460771554,3075515652,1.0
4460771554,2178310401,1.0
4460771554,3932948237,1.0
4460771554,51315192,1.0
4460771554,742719184912678912,1.0
4460771554,1849938847,1.0
515600734,179598231,1.0
515600734,2872998329,1.0
147248694,783507240783192064,1.0
2753220014,709125840,1.0
2753220014,248781239,1.0
2753220014,1391147497,1.0
2753220014,2313139874,1.0
2753220014,235698522,1.0
2753220014,726137975264825345,1.0
2753220014,4239434446,1.0
1166754726,727935429949820929,1.0
3572533999,2924716780,1.0
3572533999,777510,1.0
3066863551,213520561,1.0
1060149252,788889562026127360,1.0
1060149252,320307136,1.0
1060149252,3070655398,1.0
1060149252,2686761836,1.0
22179370,1895204172,1.0
767100119049236480,27359464,1.0
133982697,741013518997159937,1.0
23287792,4822039626,1.0
23287792,331728214,1.0
3824278154,292122096,1.0
701928621854760961,17443185,1.0
701928621854760961,3072832073,1.0
701928621854760961,2424564421,1.0
701928621854760961,714617115471425536,1.0
701928621854760961,734087285210120192,1.0
701928621854760961,2618573184,1.0
701928621854760961,73025974,1.0
19475210,1013796373,1.0
4890906564,775914207871197184,1.0
4890906564,3307367612,1.0
270112367,710636057130209281,1.0
270112367,3111009699,1.0
270112367,779071968763011072,1.0
270112367,3408529580,1.0
270112367,18315727,1.0
270112367,441197202,1.0
27831941,991819500,1.0
27831941,788184689576071169,1.0
3950174721,403748836,1.0
3950174721,21587082,1.0
3950174721,1093277930,1.0
3950174721,147944578,1.0
3950174721,731608385645318144,1.0
3950174721,198824594,1.0
223190592,531482624,1.0
223190592,22040193,1.0
223190592,187059363,1.0
3409715445,3409715445,7.0
3409715445,2305367580,1.0
3409715445,551637176,1.0
3409715445,4394692272,1.0
3409715445,544589549,1.0
3409715445,1488495162,1.0
3409715445,420266672,1.0
3409715445,915314664,1.0
3409715445,29904592,1.0
17561562,1672726728,1.0
17561562,1075593985,1.0
17561562,556346002,1.0
17561562,50691835,1.0
17561562,710903460934254592,1.0
17561562,1031960270,1.0
17561562,744950188557615104,1.0
17561562,3321952723,1.0
17561562,583122991,1.0
17561562,868805886,1.0
17561562,3499636752,1.0
17561562,110071965,1.0
17561562,345019341,1.0
17561562,864927037,1.0
17561562,391069836,1.0
17561562,34123574,1.0
17561562,714123468833480707,1.0
17561562,2987929881,1.0
17561562,2422582753,1.0
17561562,525590041,1.0
17561562,2351934614,1.0
17561562,30974710,1.0
17561562,792920866363322368,1.0
17561562,876553406,1.0
17561562,3347181269,1.0
17561562,3635275043,1.0
17561562,3020675709,1.0
17561562,726243724724850688,1.0
17561562,42315260,1.0
17561562,788989639654797312,1.0
177182882,1977365496,1.0
3440646155,4190307435,1.0
3440646155,3313514424,1.0
3440646155,720408950449909760,1.0
751385595168059392,714617115471425536,1.0
35248303,770249753409916928,1.0
3106534151,18553881,1.0
3106534151,17524689,1.0
3106534151,740868761436094464,1.0
143888401,2913252575,1.0
143888401,19363969,1.0
143888401,2271226424,1.0
143888401,705450685353996288,1.0
143888401,114939532,1.0
143888401,750676098002874368,1.0
143888401,109958364,1.0
143888401,3323028668,1.0
143888401,4445235254,1.0
143888401,791967508840472576,1.0
1177491776,707352000686661632,1.0
110889836,38469172,1.0
500805074,5950272,1.0
74144130,1553784145,1.0
2993449593,355471161,1.0
2993449593,871881092,1.0
2993449593,3410396065,1.0
2993449593,2983991113,1.0
2993449593,238873872,1.0
2993449593,480118170,1.0
2993449593,727624715519578112,1.0
2993449593,732193702333009921,1.0
2993449593,4778460802,1.0
2993449593,900941707,1.0
2993449593,69013390,1.0
20850076,708024933264318464,1.0
20850076,1164199105,1.0
20850076,4821423943,1.0
20850076,582140844,1.0
20850076,559645321,1.0
20850076,777126939605684225,1.0
36549798,36549798,1.0
714522046911229952,4214136858,1.0
714522046911229952,889801698,1.0
714522046911229952,785494858890817536,1.0
714522046911229952,705083633812566016,1.0
714522046911229952,4452612260,1.0
714522046911229952,4458552374,1.0
714522046911229952,1120579568,1.0
714522046911229952,1493843796,1.0
714522046911229952,714949505720823808,1.0
714522046911229952,996187795,1.0
714522046911229952,2645943703,1.0
714522046911229952,563330983,1.0
714522046911229952,3009577536,1.0
714522046911229952,3000673803,1.0
714522046911229952,705955796002058240,1.0
714522046911229952,18658176,1.0
714522046911229952,605027484,1.0
714522046911229952,696017927519264768,1.0
714522046911229952,330487457,1.0
714522046911229952,506855302,1.0
4786763677,785571197945720832,1.0
4786763677,372240477,1.0
4786763677,1107837085,1.0
4786763677,26102775,1.0
4786763677,5950272,1.0
4786763677,2587831062,1.0
4786763677,57479109,1.0
4786763677,785124326588555266,1.0
4786763677,707548289168744449,1.0
4786763677,791134806859972608,1.0
4786763677,2547715294,1.0
4786763677,1322458364,1.0
4786763677,3180679291,1.0
4786763677,753777286600650752,1.0
4786763677,178830272,1.0
4786763677,2946516430,1.0
4786763677,4870772656,1.0
4786763677,20835695,1.0
4786763677,503324991,1.0
4786763677,1471194955,1.0
4786763677,3030545658,1.0
4786763677,2931241601,1.0
163217488,780438816834277376,1.0
329954688,4448753063,1.0
329954688,2987929881,1.0
458542982,709532601032286209,1.0
458542982,458542982,1.0
458542982,5950272,1.0
537563949,816433094,1.0
537563949,1325337348,1.0
537563949,328446325,1.0
2253860190,784759395091570688,1.0
2253860190,790578828,1.0
247860908,16054602,1.0
247860908,60348415,1.0
410076442,2211027127,1.0
410076442,1403325440,1.0
410076442,703755811399585793,1.0
410076442,752841114336493568,1.0
584250571,3307383368,1.0
584250571,546938667,1.0
584250571,421153342,1.0
584250571,784156112853602304,1.0
584250571,2551251168,1.0
584250571,793880558,1.0
584250571,78070539,1.0
584250571,3274872775,1.0
584250571,726518562173624320,1.0
584250571,2738650720,1.0
584250571,96655856,1.0
584250571,323531113,1.0
338120667,710134431047098368,1.0
338120667,184933639,1.0
824006152585379840,757702747852378112,1.0
