Source,Target,weight
109065990,177662834,1.0
109065990,2307253314,1.0
109065990,785160949493735425,1.0
109065990,714949505720823808,2.0
109065990,727701926544969728,2.0
109065990,1467462416,1.0
109065990,3281671453,3.0
109065990,96040734,1.0
109065990,112873910,1.0
109065990,930817033,2.0
109065990,1106503729,1.0
109065990,616143918,1.0
109065990,136333630,1.0
109065990,64686035,1.0
109065990,764293754954125313,1.0
109065990,196621716,1.0
109065990,616170108,1.0
109065990,1921211689,1.0
109065990,750153260560965632,1.0
109065990,590567054,1.0
109065990,746124845105090561,4.0
109065990,940629938,1.0
109065990,3862578854,1.0
109065990,899016632,1.0
109065990,1280291174,1.0
109065990,763925259116355584,1.0
109065990,756563692897046528,1.0
109065990,338567078,3.0
109065990,4071079997,1.0
109065990,727566660702482432,1.0
109065990,177723828,2.0
109065990,1009268858,1.0
109065990,787354419566444544,1.0
109065990,4860394491,1.0
109065990,65078777,1.0
109065990,732012116,4.0
109065990,3408977751,1.0
109065990,702956068620496896,1.0
109065990,263551027,1.0
109065990,70209480,1.0
109065990,2853443310,6.0
109065990,789677364196151297,1.0
109065990,1222028304,1.0
109065990,707661179796262913,1.0
109065990,25741722,1.0
109065990,18107739,1.0
109065990,281877426,1.0
109065990,3005444436,1.0
109065990,788550180006092800,1.0
109065990,789914170804281344,1.0
109065990,4895640252,2.0
109065990,2936329068,1.0
109065990,421991445,1.0
109065990,3368077079,1.0
109065990,69483012,1.0
109065990,40361182,1.0
109065990,201781540,1.0
109065990,320190988,2.0
109065990,717013114299015168,1.0
109065990,731524556100263937,2.0
109065990,2497469630,1.0
109065990,7352782,1.0
109065990,3542894832,2.0
109065990,2420656170,1.0
109065990,2417844248,2.0
109065990,3439536453,1.0
109065990,3061500557,1.0
109065990,620311526,1.0
109065990,711305198421946368,1.0
109065990,4294618692,1.0
109065990,249458442,3.0
109065990,192398928,1.0
109065990,759234375015956480,1.0
109065990,711023912365068288,1.0
109065990,785257087987093504,1.0
109065990,79860619,1.0
109065990,864927037,1.0
109065990,3395283258,1.0
109065990,27068408,1.0
109065990,898445311,1.0
109065990,31332030,1.0
109065990,25062440,1.0
109065990,19374918,1.0
109065990,1668847454,1.0
109065990,2248474104,1.0
109065990,2995038346,1.0
109065990,710212680078983168,1.0
109065990,2825233042,1.0
109065990,97492736,1.0
109065990,341707005,1.0
109065990,98053074,1.0
109065990,531649280,1.0
109065990,592482577,1.0
109065990,4241941692,1.0
109065990,3340871699,3.0
109065990,3951548597,1.0
109065990,2351934614,1.0
109065990,4879012271,1.0
109065990,47051674,1.0
109065990,2866075717,1.0
109065990,53924827,1.0
109065990,20208761,1.0
109065990,4589943100,1.0
109065990,788769752046972928,1.0
109065990,17166994,1.0
109065990,47103677,1.0
109065990,541086423,1.0
109065990,789575545386258432,2.0
109065990,1303297776,1.0
109065990,282126132,1.0
109065990,16420194,1.0
109065990,399079514,1.0
109065990,702661184474886144,1.0
109065990,2853085550,1.0
109065990,791006950137954309,1.0
109065990,1599700260,1.0
109065990,3182357444,1.0
109065990,398712660,1.0
109065990,52141764,1.0
109065990,192348819,1.0
109065990,2658322862,1.0
109065990,3001321559,1.0
109065990,3274774916,1.0
109065990,484229824,1.0
109065990,134978456,1.0
109065990,3843640245,1.0
109065990,154108144,1.0
109065990,4858916014,1.0
109065990,4517951,1.0
109065990,107393078,1.0
109065990,563118208,1.0
109065990,918308737,2.0
109065990,711175460030382080,1.0
109065990,2821125651,1.0
109065990,718602521393147904,1.0
109065990,714878737381101568,1.0
109065990,705829302399475712,2.0
109065990,61877849,2.0
109065990,389297134,1.0
109065990,286884325,1.0
109065990,316525578,1.0
109065990,882993138,2.0
109065990,754354336948334592,1.0
109065990,260383000,1.0
109065990,4748579370,1.0
109065990,4895096885,1.0
109065990,214998879,1.0
109065990,260830319,4.0
109065990,790995073089413120,1.0
109065990,790978980610322433,3.0
109065990,784966896038928388,1.0
109065990,356962840,1.0
109065990,3246330818,1.0
109065990,212131564,1.0
109065990,723775368528842752,1.0
109065990,50913224,1.0
109065990,758353855520256000,1.0
109065990,129039575,1.0
109065990,534865721,1.0
109065990,1453474057,1.0
109065990,4709165706,1.0
109065990,74756207,1.0
109065990,785492907423916032,1.0
109065990,3322754713,1.0
109065990,2786494571,1.0
109065990,2608484690,1.0
109065990,1332367184,1.0
109065990,442483276,1.0
109065990,734904172567400449,1.0
109065990,227345093,1.0
109065990,1301029633,1.0
109065990,39017735,1.0
109065990,788171342189359108,1.0
109065990,273592641,1.0
109065990,2741840265,1.0
109065990,753655443902242817,1.0
109065990,786562414154174464,1.0
109065990,787509697129484290,1.0
109065990,20909037,2.0
109065990,56826641,1.0
109065990,787732601255579648,1.0
109065990,4083848057,1.0
109065990,3264908461,2.0
109065990,87844934,1.0
109065990,501621543,1.0
109065990,716741847469670400,1.0
109065990,29967056,1.0
109065990,731040085,1.0
109065990,44990206,1.0
109065990,518248535,1.0
109065990,2875859317,1.0
109065990,278255758,1.0
109065990,37911318,1.0
109065990,607617865,1.0
109065990,3063458561,1.0
109065990,15680413,1.0
109065990,475056290,1.0
109065990,785491546900684800,2.0
109065990,598319603,1.0
109065990,600581533,1.0
109065990,42930536,1.0
109065990,62493973,1.0
109065990,348058185,1.0
109065990,2398051825,1.0
109065990,518948532,3.0
109065990,760451474757300225,1.0
109065990,881316235,1.0
109065990,769981852211879938,1.0
109065990,747480363371499520,1.0
109065990,784110317412446211,1.0
109065990,230036465,1.0
109065990,788462102,2.0
109065990,781933094345539584,2.0
109065990,58310286,2.0
109065990,732142037063991296,1.0
109065990,403084593,1.0
109065990,3000261851,1.0
109065990,371184537,1.0
109065990,1092189457,1.0
109065990,3956041642,1.0
109065990,766060892433838081,1.0
109065990,2745750277,1.0
109065990,2331265305,2.0
109065990,2751492235,1.0
109065990,317020471,1.0
109065990,2818143486,4.0
109065990,24702075,1.0
109065990,768969589380288512,1.0
109065990,855185545,1.0
109065990,1035115242,1.0
109065990,748628973089746944,1.0
109065990,905898240,1.0
109065990,1155575904,1.0
109065990,246155011,1.0
109065990,1648614846,1.0
109065990,3452098753,1.0
109065990,51331402,1.0
109065990,785514484534214656,1.0
109065990,934766706,1.0
109065990,305719688,1.0
109065990,710350479163691008,1.0
109065990,2147629573,1.0
109065990,793683016015110144,1.0
109065990,721122884190674944,1.0
109065990,790188763,1.0
109065990,786319145000402944,2.0
109065990,53146940,1.0
109065990,2738512605,1.0
109065990,483834356,1.0
109065990,774343912907497472,1.0
109065990,11442262,1.0
109065990,99561818,1.0
109065990,181787944,1.0
109065990,2198997024,1.0
109065990,314722934,1.0
109065990,789237706735824898,1.0
109065990,768964625685737472,1.0
109065990,1955657004,1.0
109065990,63243592,1.0
109065990,465158270,1.0
109065990,748253412064636928,1.0
109065990,2546998402,3.0
109065990,15427912,1.0
109065990,32550356,1.0
109065990,700760229051379713,1.0
109065990,2305880564,1.0
109065990,14338727,1.0
109065990,596043875,1.0
109065990,42961113,1.0
109065990,363761111,1.0
109065990,2266237447,1.0
109065990,3290217551,2.0
109065990,2379491365,1.0
109065990,4019044937,1.0
109065990,2252629401,1.0
109065990,23721998,2.0
109065990,371781500,1.0
109065990,3692323273,1.0
109065990,1488024356,2.0
109065990,714892767961415681,1.0
109065990,769153639260758016,1.0
109065990,788787888653729793,1.0
109065990,19323241,1.0
109065990,279715769,1.0
109065990,787793422337904640,1.0
109065990,2339422032,1.0
109065990,338467038,1.0
109065990,41193355,1.0
109065990,3284714113,1.0
109065990,1289548934,1.0
109065990,1491803100,1.0
109065990,74527290,1.0
109065990,37627693,1.0
109065990,616280155,1.0
109065990,787782766033121280,1.0
109065990,1893836046,1.0
109065990,3321093093,1.0
109065990,402985469,1.0
109065990,768999492964102144,1.0
109065990,253637278,1.0
109065990,1953192330,1.0
109065990,758879952729018368,1.0
109065990,715351137050710016,1.0
109065990,2668090800,3.0
109065990,2432382067,1.0
109065990,902292420,1.0
109065990,4196528835,1.0
109065990,797221861,1.0
109065990,1604339256,1.0
109065990,698562318351863809,2.0
109065990,51096249,1.0
109065990,1253625300,1.0
109065990,30458840,1.0
109065990,77397374,2.0
109065990,97793731,2.0
109065990,1314250814,1.0
109065990,750476336007880704,1.0
109065990,2925589431,1.0
109065990,1475528634,1.0
109065990,776150576765759489,1.0
109065990,757556461220356097,1.0
109065990,4230384973,4.0
109065990,185034929,1.0
109065990,748662822490431488,1.0
109065990,128742050,1.0
109065990,3951516256,1.0
109065990,223744995,1.0
109065990,2359692109,3.0
109065990,1566816938,1.0
109065990,43445273,1.0
109065990,931979174,1.0
109065990,498007429,2.0
109065990,4262087414,1.0
109065990,83767336,1.0
109065990,2604374739,3.0
109065990,2351821038,1.0
109065990,513855461,1.0
109065990,20084570,1.0
109065990,249454322,1.0
109065990,228226852,1.0
109065990,728799704,2.0
109065990,46252269,1.0
109065990,765677909629669376,1.0
109065990,17818842,1.0
109065990,570222385,1.0
109065990,302298015,1.0
109065990,3371637920,1.0
109065990,27697994,1.0
109065990,2415685429,5.0
109065990,728782203706953735,1.0
109065990,935962824,1.0
109065990,246561534,2.0
109065990,3232186924,1.0
109065990,24569396,1.0
109065990,612039441,1.0
109065990,243284050,1.0
109065990,79505913,1.0
109065990,1496608986,2.0
109065990,2416974884,1.0
109065990,266530277,1.0
109065990,3997870336,1.0
109065990,607751643,1.0
109065990,3360388514,1.0
109065990,753880945,2.0
109065990,790232921470820352,1.0
109065990,716331431,1.0
109065990,104667778,1.0
109065990,2306649924,1.0
109065990,1648943900,1.0
109065990,330487457,1.0
109065990,26117448,1.0
109065990,1457746567,2.0
109065990,54153498,1.0
109065990,702864948691607552,1.0
109065990,754743870462783488,1.0
109065990,704470380690456579,1.0
109065990,702687397721608193,3.0
109065990,2845101614,1.0
109065990,360887816,1.0
109065990,777231806814838784,1.0
109065990,1205138478,1.0
109065990,1486668450,1.0
109065990,58915291,1.0
109065990,794219769943691264,1.0
109065990,4810978275,1.0
109065990,2337160702,1.0
109065990,785231424664309760,1.0
109065990,756359618075435008,3.0
109065990,3416691374,1.0
109065990,707364394041212928,1.0
109065990,3477161654,1.0
109065990,1882844239,1.0
109065990,2206694669,1.0
109065990,3284950100,1.0
109065990,742181053599645696,2.0
109065990,864139111,1.0
109065990,4350900315,1.0
109065990,35878835,1.0
109065990,28484753,1.0
109065990,1947701389,1.0
109065990,785471573109059588,2.0
109065990,775724896462659584,2.0
109065990,454737080,1.0
109065990,462614179,1.0
109065990,65666416,1.0
109065990,758011007000203264,1.0
109065990,763162689086427136,2.0
109065990,289599235,1.0
109065990,2324588594,1.0
109065990,787798834608865284,2.0
109065990,903953910,1.0
109065990,793541116171849728,1.0
109065990,576827889,1.0
109065990,14791358,1.0
109065990,770344045042204672,1.0
109065990,772973650320367617,2.0
109065990,713210089788735489,1.0
109065990,1904877506,1.0
109065990,1672180808,1.0
109065990,37470180,1.0
109065990,282355995,1.0
109065990,718981142,1.0
109065990,4765476146,1.0
109065990,2571168301,1.0
109065990,4851826737,1.0
109065990,2321272902,2.0
109065990,4731588974,1.0
109065990,4145475327,1.0
109065990,51967388,1.0
109065990,47841147,1.0
109065990,707548289168744449,1.0
109065990,1531185990,4.0
109065990,68441794,1.0
109065990,818411882,2.0
109065990,737100147818008576,1.0
109065990,763567741076959232,1.0
109065990,123049736,1.0
109065990,229246026,1.0
109065990,727398206804484096,1.0
109065990,782594501239971841,1.0
109065990,2767657664,1.0
109065990,2907470177,1.0
109065990,739359528,1.0
109065990,711604246404317184,1.0
109065990,385537554,1.0
109065990,11640472,1.0
109065990,1074575960,1.0
109065990,1096384538,1.0
109065990,408590976,1.0
109065990,874989727,2.0
109065990,33595560,1.0
109065990,3027046846,1.0
109065990,60055785,1.0
109065990,59593456,2.0
109065990,3269501682,1.0
109065990,4867973351,1.0
109065990,22283739,1.0
109065990,476167729,1.0
109065990,631781675,1.0
109065990,1283090984,1.0
109065990,738722580543111169,1.0
109065990,775310009597038593,1.0
109065990,730040955152285697,1.0
109065990,720408950449909760,1.0
109065990,1081548811,1.0
109065990,1550823476,1.0
109065990,4859809317,1.0
109065990,458709872,3.0
109065990,3404706777,1.0
109065990,898635734,1.0
109065990,33198887,1.0
109065990,778240250157993986,1.0
109065990,64536113,1.0
109065990,52915990,1.0
109065990,782186200849231872,4.0
109065990,27179975,1.0
109065990,2826313845,1.0
109065990,2276757272,1.0
109065990,185579226,1.0
109065990,772856434362953728,1.0
109065990,2356944679,1.0
109065990,4005006215,1.0
109065990,1118183168,2.0
109065990,745830283828666373,3.0
109065990,2622794806,1.0
109065990,20726960,1.0
109065990,2268344145,1.0
109065990,73150994,1.0
109065990,4746663639,1.0
109065990,171337349,1.0
109065990,16384315,1.0
109065990,15546191,1.0
109065990,4810747934,1.0
109065990,2292492709,1.0
109065990,1106507400,1.0
109065990,337215994,1.0
109065990,789334139224948740,1.0
109065990,246561055,1.0
109065990,48736766,1.0
109065990,793971294282792960,1.0
109065990,703048228531523584,2.0
109065990,3313501976,1.0
109065990,4827809970,1.0
109065990,753727262634246145,1.0
109065990,706407344733818880,1.0
109065990,12996812,1.0
109065990,712441389649256448,2.0
109065990,705223262209310724,1.0
109065990,3356662759,1.0
109065990,296418295,1.0
109065990,721723376364957696,1.0
109065990,3012503543,1.0
109065990,96463885,1.0
109065990,2189192926,1.0
109065990,784525174087544832,2.0
109065990,37845006,1.0
109065990,792244894433677312,1.0
109065990,749440768796864514,1.0
109065990,1023659581,1.0
109065990,1426631498,1.0
109065990,705496335919677440,1.0
109065990,334784172,1.0
109065990,536484518,1.0
109065990,787751973533708288,1.0
109065990,787718738,1.0
109065990,3166178833,1.0
109065990,704028193766772736,3.0
109065990,863380201,1.0
109065990,525815214,1.0
109065990,701539075208011776,1.0
109065990,1040980399,1.0
109065990,930389858,1.0
109065990,1493375472,1.0
109065990,771905627220275200,1.0
109065990,1495747434,1.0
109065990,62521085,1.0
109065990,963257515,1.0
109065990,785907061800349696,1.0
109065990,3247531118,1.0
109065990,4459753935,1.0
109065990,115496935,2.0
109065990,59868822,1.0
109065990,913517954,1.0
109065990,790649024303009793,2.0
109065990,50867670,1.0
109065990,750377949065535488,1.0
109065990,64487506,1.0
109065990,703642055579344897,1.0
109065990,1591785884,1.0
109065990,793784909731102720,1.0
109065990,2965513601,1.0
109065990,2578180728,1.0
109065990,832886564,1.0
109065990,264289747,1.0
109065990,2389326866,1.0
109065990,787017904608817152,1.0
109065990,2159250657,4.0
109065990,3408887953,1.0
109065990,756966268616347648,1.0
109065990,2584212787,1.0
109065990,365109321,1.0
109065990,2448350612,1.0
109065990,2424571394,1.0
109065990,456775778,1.0
109065990,2892835481,1.0
109065990,724386879924277249,1.0
109065990,710593632886083584,1.0
109065990,721002648288292864,1.0
109065990,793533253084852224,1.0
109065990,448323541,1.0
109065990,1467772789,1.0
109065990,2180547666,2.0
109065990,282201296,1.0
109065990,20706852,1.0
109065990,896400632,3.0
109065990,24093660,1.0
109065990,737450550,1.0
109065990,3480694935,2.0
109065990,757943881103134720,1.0
109065990,1976963472,1.0
109065990,4855473743,1.0
109065990,235058907,1.0
109065990,2278197342,1.0
109065990,23615872,1.0
109065990,22084422,1.0
109065990,2252260969,1.0
109065990,788170486744178688,1.0
109065990,776236356674564096,1.0
109065990,792450401731829760,2.0
109065990,2890980888,1.0
109065990,760858636545626112,1.0
109065990,3289045495,1.0
109065990,391719827,1.0
109065990,3272489034,2.0
109065990,416452162,1.0
109065990,753822497514991618,1.0
109065990,789866791891705856,1.0
109065990,3189683242,1.0
109065990,525041762,1.0
109065990,2754999509,1.0
109065990,259236480,1.0
109065990,119529968,2.0
109065990,4922500107,1.0
109065990,738856920937861120,1.0
109065990,2762329544,1.0
109065990,760920095916818433,1.0
109065990,783385985736437761,1.0
109065990,2451808070,1.0
109065990,1132628209,1.0
109065990,768590761239519232,1.0
109065990,282317058,1.0
109065990,722275037055729665,1.0
109065990,708344070263812096,1.0
109065990,419256844,1.0
109065990,785318767278653440,3.0
109065990,1271372744,1.0
109065990,603758566,1.0
109065990,755170273868021763,1.0
109065990,2348119694,1.0
109065990,4776253104,1.0
109065990,3029083276,1.0
109065990,2327682313,1.0
109065990,786800910101991428,1.0
109065990,2444802146,1.0
109065990,714474665494913026,1.0
109065990,50135146,1.0
109065990,2903918642,1.0
109065990,884311340,2.0
109065990,77749735,1.0
109065990,790142471489646592,2.0
109065990,710932536420077568,1.0
109065990,2435376143,1.0
109065990,959827207,1.0
109065990,3165533265,1.0
109065990,2956657746,1.0
109065990,36041523,1.0
109065990,764572902125608960,1.0
109065990,769533635976310785,1.0
109065990,2956968260,1.0
109065990,1670200158,1.0
109065990,741801035723726849,1.0
109065990,4862370040,1.0
109065990,241235167,2.0
109065990,790324600601141249,2.0
109065990,2610325766,1.0
109065990,29759829,3.0
109065990,1054626264,1.0
109065990,4789959900,1.0
109065990,296981324,1.0
109065990,717293167708545024,1.0
109065990,1895772169,1.0
109065990,80619433,1.0
109065990,55384857,1.0
109065990,741057608887324673,1.0
109065990,538481859,1.0
109065990,409449561,1.0
109065990,3462167427,1.0
109065990,443924415,1.0
109065990,101823726,1.0
109065990,2287763941,1.0
109065990,41680263,1.0
109065990,2826216461,1.0
109065990,788320016890523648,1.0
109065990,60089996,1.0
109065990,15501473,1.0
109065990,18949073,1.0
109065990,76687969,2.0
109065990,701950741100027904,1.0
109065990,759763645534314496,1.0
109065990,752832585869332480,1.0
109065990,4790071401,2.0
109065990,1642864238,2.0
109065990,1714209842,1.0
109065990,781132617588445184,1.0
109065990,1181145474,1.0
109065990,87124838,1.0
109065990,723497246470205440,1.0
109065990,718783924785266688,1.0
109065990,749355276638228485,2.0
109065990,1570779979,1.0
109065990,151564988,1.0
109065990,718030016043466753,1.0
109065990,1057055353,1.0
109065990,470824201,2.0
109065990,1949347722,1.0
109065990,104360245,2.0
109065990,630549883,1.0
109065990,2312902755,2.0
109065990,760593687940169729,2.0
109065990,732353222854070272,1.0
109065990,256171404,1.0
109065990,3351788417,1.0
109065990,932637253,2.0
109065990,51302727,1.0
109065990,710907035441881088,1.0
109065990,2227048267,2.0
109065990,863140584,1.0
109065990,780794347461586944,1.0
109065990,315950800,1.0
109065990,2712636045,1.0
109065990,304564270,1.0
109065990,2974042497,1.0
109065990,2530520976,1.0
109065990,2508867608,2.0
109065990,757977350382448640,1.0
109065990,726439806,1.0
109065990,1924722175,1.0
109065990,777304263940714496,1.0
109065990,814480088,1.0
109065990,738821874470117377,1.0
109065990,2488963134,1.0
109065990,14524269,1.0
109065990,369126477,1.0
109065990,28346523,1.0
109065990,74309360,1.0
109065990,743890811377487873,1.0
109065990,783747023145017344,1.0
109065990,2416161665,1.0
109065990,262775854,1.0
109065990,2998441830,1.0
109065990,2196212185,1.0
109065990,805905864,1.0
109065990,15040988,1.0
109065990,3837907454,1.0
109065990,2857767103,1.0
109065990,14444944,1.0
109065990,754773482060283906,1.0
109065990,64265755,1.0
109065990,24824899,1.0
109065990,752527630134571008,1.0
109065990,259654395,2.0
109065990,786054880142262272,1.0
109065990,3385777443,1.0
109065990,268919988,1.0
109065990,838114771,1.0
109065990,709869721,1.0
109065990,296385642,1.0
109065990,114872258,2.0
109065990,743215814799724544,2.0
109065990,4471436832,1.0
109065990,788218286559199232,3.0
109065990,703288106401705984,1.0
109065990,35939955,1.0
109065990,24226326,4.0
109065990,185200940,1.0
109065990,65075709,1.0
109065990,176678019,1.0
109065990,491798554,1.0
109065990,30396049,1.0
109065990,558182738,1.0
109065990,18412711,1.0
109065990,791344199538847745,2.0
109065990,535977623,1.0
109065990,812079846,2.0
109065990,49966475,1.0
109065990,3389743767,1.0
109065990,246508670,1.0
109065990,1636604312,1.0
109065990,3912690147,1.0
109065990,330056685,1.0
109065990,3433542112,2.0
109065990,792218549779505152,1.0
109065990,1283991870,1.0
109065990,765734247961210880,2.0
109065990,96655856,1.0
109065990,472595625,1.0
109065990,31667040,1.0
109065990,752554272433188864,2.0
109065990,4224750852,1.0
109065990,52849103,1.0
109065990,759910548389539840,1.0
109065990,1708595209,1.0
109065990,780592147183472640,1.0
109065990,2450202811,1.0
109065990,2312876293,1.0
109065990,211281752,1.0
109065990,787812116220801024,2.0
109065990,179250417,1.0
109065990,24756264,1.0
109065990,4163792778,1.0
109065990,1691006022,2.0
109065990,789142884847157248,1.0
109065990,47849447,1.0
109065990,199097020,1.0
109065990,2297125818,3.0
109065990,542149545,1.0
109065990,4057854497,1.0
109065990,1293971611,1.0
109065990,1037823200,1.0
109065990,751495917975502849,1.0
109065990,794574735841566720,1.0
109065990,4105815614,1.0
109065990,341920476,1.0
109065990,38277184,1.0
109065990,2764631099,1.0
109065990,133347354,1.0
109065990,4908376578,1.0
109065990,2494211736,1.0
109065990,70528636,1.0
109065990,745063531410767872,1.0
109065990,790202460665151488,1.0
109065990,2737985484,1.0
109065990,1905590354,1.0
109065990,727962691201949698,1.0
109065990,41660913,1.0
109065990,486772028,1.0
109065990,3239288246,1.0
109065990,2354290194,1.0
109065990,373114398,1.0
109065990,1682179470,1.0
109065990,3231865460,1.0
109065990,371072641,1.0
109065990,443517511,1.0
109065990,2861314394,1.0
109065990,760931331127779328,1.0
109065990,792719165828333568,1.0
109065990,762993488287764481,1.0
109065990,4257110325,1.0
109065990,2973152076,1.0
109065990,316635261,1.0
109065990,1281023744,1.0
109065990,704165704149303296,1.0
109065990,3008375875,1.0
109065990,4340986099,1.0
109065990,765211440118628352,1.0
109065990,245347553,1.0
109065990,262522708,1.0
109065990,346120627,1.0
109065990,789020309684748288,1.0
109065990,1173768188,1.0
109065990,793954510590722048,1.0
109065990,737319512593158144,1.0
109065990,1486347446,3.0
109065990,785541000613724160,1.0
109065990,48394719,1.0
109065990,4431568114,1.0
109065990,935145523,1.0
109065990,525093493,1.0
109065990,784359423607209984,1.0
109065990,1733420300,1.0
109065990,4813958617,1.0
109065990,750032386818052096,1.0
109065990,2384315095,1.0
109065990,49785617,1.0
109065990,1418994619,1.0
109065990,192309131,1.0
109065990,4320809783,1.0
109065990,168903891,1.0
109065990,68300343,1.0
109065990,465968476,1.0
109065990,254259955,1.0
109065990,109094639,1.0
109065990,2167585616,2.0
109065990,776573144278728704,1.0
109065990,2291921130,1.0
109065990,19831904,1.0
109065990,789280152513486849,2.0
109065990,517501612,1.0
109065990,733750052183642112,1.0
109065990,109945090,1.0
109065990,759105567302389760,1.0
109065990,705453273034178562,2.0
109065990,1339060338,1.0
109065990,29423722,1.0
109065990,798530833,1.0
109065990,772500008,1.0
109065990,784008026864783360,1.0
109065990,1144033710,1.0
109065990,791075490891177986,1.0
109065990,302726162,1.0
109065990,3296322847,1.0
109065990,761165416479744000,1.0
109065990,331825712,1.0
109065990,1531025130,1.0
109065990,50691835,1.0
109065990,787022557505392640,2.0
109065990,709492573421764608,1.0
109065990,3028521775,1.0
109065990,870816404,1.0
109065990,2771575558,1.0
109065990,80428736,1.0
109065990,2645456312,1.0
109065990,3024782527,1.0
109065990,716002600626298882,1.0
109065990,27598149,1.0
109065990,795062177715650560,1.0
109065990,3170577155,1.0
109065990,733866462796877824,3.0
109065990,747060381856694272,2.0
109065990,463228155,2.0
109065990,730818893481160705,2.0
109065990,756221504375943169,1.0
109065990,729727420635435008,1.0
109065990,4260720134,3.0
109065990,734916566882521088,1.0
109065990,1287022826,1.0
109065990,91655528,2.0
109065990,70558871,1.0
109065990,313441672,1.0
109065990,194370433,2.0
109065990,1385192168,1.0
109065990,557468072,1.0
109065990,751249126096969728,1.0
109065990,742019915331207168,2.0
109065990,3374376179,1.0
109065990,750489243047170048,1.0
109065990,2713618781,1.0
109065990,759718140867665920,1.0
109065990,33206689,3.0
109065990,524772306,1.0
109065990,4873960652,1.0
109065990,750850517992148992,1.0
109065990,3855061223,1.0
109065990,41787317,1.0
109065990,554747923,1.0
109065990,72898305,1.0
109065990,64091925,1.0
109065990,4788434852,1.0
109065990,1035376896,1.0
109065990,40144113,2.0
109065990,707994226387058688,1.0
109065990,634786832,1.0
109065990,221034430,1.0
109065990,624030989,2.0
109065990,563364243,1.0
109065990,787864392327045121,1.0
109065990,16857735,1.0
109065990,2614181437,1.0
109065990,251312302,1.0
109065990,28673900,1.0
109065990,774189454571503616,1.0
109065990,558738770,1.0
109065990,3441248655,1.0
109065990,350437162,1.0
109065990,367777578,1.0
109065990,14346664,1.0
109065990,3127362827,1.0
109065990,2484164164,1.0
109065990,1538575146,1.0
109065990,2776902234,1.0
109065990,4904455246,1.0
109065990,770905444797804544,1.0
109065990,466120645,1.0
109065990,2282687281,1.0
109065990,250302521,1.0
109065990,21972530,1.0
109065990,1496040919,1.0
109065990,109014242,4.0
109065990,22316015,1.0
109065990,322282548,2.0
109065990,713570786112569344,1.0
109065990,885350262,1.0
109065990,2545580321,2.0
109065990,308338453,1.0
109065990,789920978486829056,1.0
109065990,1232348810,1.0
109065990,3622223535,1.0
109065990,746015426610528256,1.0
109065990,146770810,1.0
109065990,4861854657,1.0
109065990,4707261194,1.0
109065990,767125786402914304,1.0
109065990,98722292,1.0
109065990,2853379369,1.0
109065990,14203047,1.0
109065990,22964781,1.0
109065990,4649106135,2.0
109065990,761711689742094336,1.0
109065990,774959179840704512,1.0
109065990,233042708,1.0
109065990,2849529551,1.0
109065990,126846242,1.0
109065990,70024758,1.0
109065990,783207625324318720,2.0
109065990,2730784538,1.0
109065990,1689047689,1.0
109065990,531526536,1.0
109065990,559656338,1.0
109065990,1330419680,1.0
109065990,4079134623,1.0
109065990,68741593,1.0
109065990,2737455611,1.0
109065990,571262169,1.0
109065990,786711289427034113,1.0
109065990,745997384472211456,1.0
109065990,3830298194,1.0
109065990,2275549626,1.0
109065990,350336467,1.0
109065990,585680866,1.0
109065990,19541129,1.0
109065990,292867712,1.0
109065990,457820209,1.0
109065990,119374225,1.0
109065990,112363761,1.0
109065990,3586900037,1.0
109065990,768390753718599680,2.0
109065990,765382188787437568,1.0
109065990,547265835,1.0
109065990,793693038153461760,1.0
109065990,1263170532,1.0
109065990,16062087,1.0
109065990,1299258126,1.0
109065990,2479950588,1.0
109065990,2459373836,1.0
109065990,344842879,1.0
109065990,791706244654440448,1.0
109065990,190939080,2.0
109065990,2749225968,1.0
109065990,3082103783,1.0
109065990,4826912636,1.0
109065990,3074687216,1.0
109065990,1290336289,1.0
109065990,346104472,1.0
109065990,47019515,1.0
109065990,3342782873,1.0
109065990,708794464635101184,1.0
109065990,4294596374,3.0
109065990,265864302,1.0
109065990,211605978,1.0
109065990,30336420,2.0
109065990,3172255772,2.0
109065990,344845064,1.0
109065990,409697836,1.0
109065990,3315983471,1.0
109065990,883263121,1.0
109065990,731750697302032385,3.0
109065990,2335458098,2.0
109065990,21599354,1.0
109065990,3325070438,1.0
109065990,1089869552,1.0
109065990,70477603,1.0
109065990,259495952,1.0
109065990,1654412989,1.0
109065990,1902108692,2.0
109065990,779510627622531073,1.0
109065990,83652058,1.0
109065990,423560041,1.0
109065990,758627757039509504,2.0
109065990,3240178021,1.0
109065990,78521102,1.0
109065990,2379034351,1.0
109065990,1520617003,1.0
109065990,2384328451,1.0
109065990,3296734251,1.0
109065990,2782630584,1.0
109065990,880212324,1.0
109065990,2429653077,1.0
109065990,4503128412,1.0
109065990,829735580,1.0
109065990,540194877,1.0
109065990,3922622841,1.0
109065990,4202559260,1.0
109065990,560796972,1.0
109065990,727624715519578112,1.0
109065990,4660013206,1.0
109065990,782885967107596288,1.0
109065990,1285568179,1.0
109065990,708701811209740288,1.0
109065990,818468149,1.0
109065990,45659156,3.0
109065990,2937810548,2.0
109065990,728659422247981056,2.0
109065990,2935219918,1.0
109065990,3637329082,2.0
109065990,3440693962,1.0
109065990,792173743,1.0
109065990,3387878543,1.0
109065990,711645724350349312,2.0
109065990,409430647,1.0
