userID	username	All	User	Friend	Network	Content	Sentiment	Temporal	LanguageAgnostic
771365661364936704		0.33	0.25	0.57	0.35	0.45	0.3	0.43	0.3	
2389911306		0.32	0.48	0.26	0.5	0.45	0.32	0.33	0.35	
769362415964131328		0.47	0.5	0.44	0.31	0.43	0.29	0.26	0.46	
1592079828		0.34	0.24	0.26	0.19	0.38	0.26	0.19	0.31	
1664059166		0.42	0.63	0.44	0.49	0.57	0.36	0.46	0.44	
3321633224		0.35	0.48	0.4	0.27	0.35	0.4	0.24	0.35	
753904169870827520		0.49	0.21	0.35	0.4	0.46	0.36	0.11	0.24	
3266978148		0.48	0.23	0.54	0.32	0.51	0.26	0.33	0.42	
769557895872589825		0.48	0.16	0.68	0.51	0.32	0.33	0.32	0.55	
2475377315		0.46	0.69	0.49	0.69	0.68	0.64	0.56	0.5	
761320600967254016		0.36	0.23	0.28	0.37	0.47	0.42	0.39	0.24	
709385877592477696		0.31	0.07	0.21	0.25	0.46	0.48	0.12	0.24	
5920142		0.58	0.17	0.62	0.31	0.33	0.44	0.17	0.48	
1446411870		0.51	0.33	0.63	0.55	0.46	0.49	0.46	0.47	
705770005636321280		0.28	0.31	0.5	0.35	0.37	0.38	0.19	0.38	
4906409482		0.31	0.32	0.35	0.15	0.38	0.25	0.43	0.29	
221225600		0.26	0.14	0.4	0.33	0.45	0.28	0.39	0.3	
585968039		0.31	0.47	0.06	0.32	0.42	0.22	0.06	0.24	
302416276		0.23	0.09	0.36	0.43	0.44	0.22	0.22	0.25	
2340774583		0.44	0.28	0.24	0.44	0.41	0.37	0.43	0.25	
1623747896		0.48	0.61	0.41	0.42	0.64	0.77	0.7	0.39	
49129524		0.36	0.15	0.38	0.27	0.57	0.3	0.22	0.24	
753009468397514756		0.32	0.2	0.32	0.39	0.38	0.42	0.52	0.31	
764322548754550784		0.53	0.51	0.35	0.33	0.54	0.57	0.84	0.48	
404191976		0.4	0.53	0.47	0.43	0.48	0.44	0.46	0.48	
1548680298		0.42	0.45	0.44	0.22	0.36	0.44	0.46	0.39	
259260816		0.72	0.31	0.53	0.66	0.53	0.33	0.41	0.46	
2405619967		0.32	0.23	0.24	0.39	0.46	0.29	0.25	0.35	
918147986		0.35	0.16	0.43	0.34	0.37	0.32	0.14	0.28	
2266026677		0.36	0.21	0.35	0.53	0.39	0.22	0.21	0.31	
50382036		0.25	0.07	0.31	0.34	0.35	0.21	0.31	0.2	
1268703074		0.38	0.17	0.24	0.33	0.44	0.35	0.26	0.29	
1360202497		0.28	0.21	0.21	0.25	0.42	0.25	0.34	0.27	
768663331		0.43	0.32	0.25	0.5	0.65	0.72	0.53	0.2	
738509183952113664		0.42	0.43	0.27	0.5	0.4	0.43	0.38	0.32	
742830918084087809		0.21	0.27	0.27	0.31	0.33	0.37	0.4	0.21	
3381642802		0.34	0.25	0.36	0.22	0.36	0.57	0.32	0.34	
131436146		0.21	0.05	0.25	0.28	0.36	0.08	0.23	0.24	
3121242095		0.25	0.05	0.27	0.25	0.42	0.2	0.31	0.28	
91997913		0.4	0.25	0.36	0.54	0.51	0.43	0.38	0.34	
2330468346		0.55	0.31	0.55	0.23	0.61	0.5	0.54	0.46	
15400522		0.18	0.16	0.24	0.21	0.25	0.33	0.26	0.15	
860620430		0.22	0.1	0.19	0.34	0.25	0.27	0.36	0.22	
4851318494		0.62	0.365	0.793147133651	0.68	0.8	0.41	0.87	0.58	
2677167336		0.27	0.21	0.26	0.38	0.35	0.35	0.23	0.34	
706320650894495744		0.46	0.51	0.38	0.33	0.38	0.44	0.75	0.39	
758846415535611904		0.45	0.3	0.43	0.45	0.53	0.45	0.1	0.49	
1202793385		0.26	0.15	0.18	0.22	0.38	0.41	0.33	0.16	
1008951163		0.28	0.28	0.24	0.43	0.4875	0.4	0.06	0.24	
437233077		0.29	0.01	0.25	0.25	0.32	0.18	0.29	0.34	
2434476516		0.32	0.12	0.17	0.32	0.31	0.19	0.23	0.32	
1072779949		0.38	0.29	0.28	0.41	0.37	0.22	0.15	0.23	
342942805		0.41	0.33	0.42	0.46	0.33	0.34	0.36	0.34	
740868761436094464		0.36	0.56	0.35	0.41	0.4	0.41	0.22	0.42	
279134171		0.46	0.31	0.21	0.33	0.52	0.35	0.13	0.34	
65876613		0.29	0.19	0.27	0.14	0.4	0.38	0.28	0.22	
788070599016980480		0.3	0.23	0.17	0.17	0.48	0.39	0.48	0.18	
4703006612		0.36	0.09	0.31	0.3	0.32	0.17	0.1	0.28	
2763692645		0.28	0.25	0.43	0.13	0.36	0.29	0.16	0.2	
4919080518		0.52	0.36	0.5	0.24	0.58	0.36	0.02	0.33	
28586814		0.27	0.18	0.29	0.1	0.49	0.19	0.21	0.23	
703720973292445696		0.35	0.2	0.26	0.31	0.49	0.33	0.32	0.27	
476789609		0.43	0.33	0.42	0.563333333333	0.75	0.78	0.68	0.3	
1461779965		0.34	0.17	0.41	0.22	0.47	0.51	0.4	0.31	
69685617		0.4	0.13	0.3	0.2	0.42	0.44	0.26	0.25	
1317209479		0.19	0.09	0.22	0.18	0.3	0.28	0.03	0.23	
3610245193		0.48	0.4	0.65	0.45	0.57	0.63	0.41	0.5	
889596158		0.33	0.35	0.46	0.32	0.37	0.29	0.67	0.36	
47657632		0.48	0.55	0.15	0.39	0.47	0.22	0.13	0.36	
747144457741606912		0.36	0.33	0.3	0.37	0.34	0.28	0.35	0.35	
742290831235653632		0.28	0.44	0.32	0.29	0.44	0.52	0.49	0.27	
2438680456		0.26	0.16	0.23	0.4	0.46	0.45	0.3	0.3	
255561451		0.37	0.32	0.4	0.42	0.44	0.49	0.37	0.29	
26700483		0.27	0.12	0.34	0.12	0.32	0.31	0.32	0.16	
2220100134		0.33	0.18	0.36	0.46	0.5	0.16	0.28	0.38	
757274353889341440		0.4	0.4	0.47	0.54	0.39	0.45	0.33	0.45	
709973837		0.45	0.28	0.6	0.44	0.46	0.34	0.43	0.52	
2754793927		0.34	0.54	0.52	0.32	0.47	0.48	0.67	0.37	
3246229982		0.34	0.14	0.37	0.44	0.34	0.4	0.44	0.27	
69786575		0.37	0.19	0.27	0.48	0.35	0.26	0.26	0.27	
334390100		0.29	0.14	0.31	0.18	0.41	0.35	0.29	0.21	
714105267051364355		0.46	0.45	0.51	0.56	0.56	0.68	0.73	0.57	
899131381		0.25	0.18	0.5	0.3	0.27	0.33	0.43	0.38	
505044794		0.49	0.33	0.34	0.33	0.41	0.56	0.52	0.34	
21175362		0.46	0.41	0.41	0.22	0.43	0.25	0.24	0.39	
786701257754939392		0.22	0.05	0.12	0.21	0.35	0.41	0.2	0.17	
372046324		0.26	0.13	0.26	0.4	0.25	0.38	0.24	0.29	
2306978267		0.2	0.07	0.43	0.06	0.34	0.32	0.13	0.27	
748638568776601604		0.36	0.26	0.35	0.4	0.46	0.49	0.25	0.29	
740637475		0.29	0.18	0.25	0.42	0.39	0.27	0.35	0.24	
711667371782459392		0.47	0.54	0.3	0.57	0.44	0.33	0.31	0.34	
4091069661		0.48	0.29	0.46	0.45	0.62	0.58	0.48	0.44	
722791121085005825		0.47	0.12	0.16	0.36	0.34	0.22	0.1	0.35	
109057738		0.3	0.24	0.38	0.32	0.41	0.34	0.3	0.29	
3151630539		0.28	0.14	0.3	0.46	0.33	0.3	0.36	0.27	
718849113303949312		0.41	0.05	0.22	0.32	0.41	0.25	0.09	0.33	
716403872		0.28	0.13	0.21	0.52	0.36	0.35	0.22	0.27	
2932787626		0.13	0.37	0.34	0.19	0.24	0.18	0.42	0.23	
27569037		0.33	0.47	0.37	0.3	0.39	0.58	0.38	0.4	
111547732		0.58	0.45	0.37	0.51	0.5	0.21	0.29	0.59	
138870199		0.32	0.23	0.35	0.28	0.26	0.36	0.4	0.29	
130825293		0.27	0.09	0.35	0.28	0.42	0.48	0.41	0.26	
469799575		0.28	0.15	0.28	0.5	0.35	0.26	0.38	0.26	
4262215333		0.39	0.5	0.33	0.27	0.54	0.51	0.46	0.35	
441724006		0.34	0.3	0.17	0.21	0.49	0.39	0.43	0.23	
2479353544		0.46	0.6	0.5	0.54	0.56	0.73	0.63	0.47	
181289030		0.24	0.04	0.36	0.18	0.47	0.38	0.49	0.24	
1251973729		0.46	0.29	0.67	0.45	0.45	0.47	0.43	0.42	
155706357		0.27	0.16	0.18	0.03	0.31	0.35	0.12	0.21	
2370793248		0.24	0.31	0.48	0.27	0.43	0.4	0.23	0.37	
21363569		0.51	0.56	0.4	0.36	0.44	0.42	0.45	0.5	
376510469		0.28	0.2	0.28	0.27	0.38	0.18	0.2	0.27	
777138125743108097		0.31	0.15	0.21	0.2	0.42	0.52	0.28	0.29	
164159637		0.28	0.19	0.24	0.51	0.66	0.42	0.35	0.25	
746906352014921728		0.34	0.05	0.38	0.13	0.41	0.33	0.09	0.29	
708767770733780994		0.45	0.48	0.41	0.32	0.41	0.45	0.62	0.31	
788865734948421636		0.26	0.5	0.22	0.29	0.47	0.54	0.47	0.45	
1218866012		0.37	0.42	0.34	0.59	0.38	0.41	0.37	0.3	
771714014476922881		0.37	0.08	0.19	0.19	0.43	0.25	0.12	0.35	
392897999		0.3	0.17	0.19	0.29	0.4	0.41	0.13	0.18	
115567809		0.17	0.04	0.25	0.42	0.31	0.35	0.14	0.13	
373593476		0.43	0.23	0.31	0.2	0.44	0.43	0.46	0.35	
2516924637		0.37	0.26	0.32	0.52	0.46	0.29	0.39	0.32	
4604399120		0.32	0.12	0.28	0.3	0.4	0.3	0.15	0.18	
18382395		0.37	0.32	0.33	0.28	0.43	0.22	0.32	0.36	
404463989		0.36	0.18	0.23	0.48	0.43	0.37	0.3	0.32	
560198159		0.27	0.06	0.14	0.13	0.32	0.15	0.17	0.07	
7712832		0.46	0.46	0.18	0.22	0.51	0.295	0.18	0.26	
784943635		0.57	0.28	0.53	0.5	0.62	0.46	0.24	0.56	
4235632753		0.57	0.48	0.64	0.28	0.47	0.26	0.46	0.53	
220584725		0.53	0.33	0.61	0.28	0.52	0.32	0.29	0.47	
2881169894		0.34	0.29	0.3	0.45	0.4	0.24	0.38	0.25	
228787055		0.13	0.11	0.2	0.04	0.28	0.23	0.2	0.16	
2892478027		0.3	0.24	0.34	0.47	0.41	0.43	0.24	0.31	
1041634262		0.26	0.19	0.34	0.38	0.3	0.27	0.15	0.26	
1058964374		0.27	0.07	0.19	0.22	0.3	0.18	0.12	0.15	
538588302		0.29	0.17	0.41	0.17	0.45	0.21	0.13	0.27	
3068746850		0.59	0.33	0.72	0.55	0.49	0.5	0.44	0.5	
1691497362		0.4	0.27	0.45	0.29	0.36	0.46	0.62	0.35	
299878544		0.23	0.14	0.35	0.26	0.35	0.14	0.3	0.16	
561310591		0.44	0.69	0.3	0.38	0.36	0.29	0.22	0.5	
305202222		0.47	0.35	0.4	0.36	0.59	0.52	0.49	0.34	
946723260		0.33	0.47	0.39	0.32	0.26	0.3	0.2	0.38	
760770167982948352		0.3	0.47	0.38	0.38	0.3	0.53	0.56	0.29	
705563459426131969		0.37	0.06	0.35	0.39	0.44	0.16	0.13	0.26	
270396457		0.18	0.07	0.28	0.15	0.36	0.22	0.15	0.22	
3183282239		0.28	0.22	0.32	0.11	0.353333333333	0.22	0.07	0.29	
899200940		0.23	0.16	0.35	0.24	0.39	0.42	0.54	0.19	
833650770		0.4	0.21	0.36	0.31	0.37	0.27	0.18	0.27	
1009268858		0.23	0.04	0.15	0.22	0.42	0.28	0.1	0.1	
4856996010		0.4	0.42	0.44	0.54	0.55	0.47	0.42	0.4	
65078777		0.32	0.11	0.41	0.14	0.4	0.23	0.27	0.33	
478569125		0.45	0.34	0.32	0.31	0.47	0.44	0.25	0.37	
54694300		0.07	0.05	0.1	0.1	0.26	0.24	0.06	0.05	
789914170804281344		0.34	0.47	0.46	0.35	0.6	0.43	0.53	0.35	
4895640252		0.43	0.36	0.41	0.2	0.36	0.32	0.39	0.44	
2252533686		0.29	0.2	0.26	0.33	0.35	0.25	0.4	0.24	
3181140627		0.52	0.29	0.63	0.43	0.53	0.46	0.12	0.45	
261048107		0.61	0.35	0.6	0.19	0.42	0.38	0.23	0.56	
49190063		0.48	0.47	0.25	0.55	0.44	0.275	0.13	0.34	
508953310		0.26	0.21	0.27	0.15	0.27	0.5	0.23	0.16	
41762831		0.35	0.18	0.38	0.36	0.44	0.25	0.29	0.31	
3184558807		0.36	0.48	0.49	0.37	0.55	0.53	0.46	0.38	
56632688		0.18	0.18	0.31	0.22	0.26	0.31	0.06	0.08	
789624163002617857		0.4	0.1	0.33	0.41	0.53	0.18	0.11	0.3	
4851826737		0.55	0.31	0.57	0.56	0.43	0.54	0.34	0.5	
3061500557		0.24	0.01	0.27	0.46	0.35	0.25	0.42	0.24	
791484518095925252		0.22	0.16	0.16	0.23	0.24	0.19	0.21	0.31	
36940614		0.21	0.11	0.11	0.14	0.29	0.25	0.12	0.12	
704094904595705857		0.25	0.14	0.16	0.4	0.44	0.32	0.19	0.33	
768590761239519232		0.41	0.55	0.36	0.37	0.53	0.54	0.58	0.32	
354963969		0.32	0.15	0.33	0.24	0.4	0.24	0.21	0.22	
3033934347		0.31	0.37	0.31	0.29	0.28	0.35	0.19	0.23	
785877910922158084		0.27	0.07	0.36	0.36	0.22	0.39	0.09	0.25	
4860882783		0.44	0.33	0.49	0.707666666667	0.63	0.55	0.34	0.37	
1510890792		0.22	0.27	0.2	0.2	0.23	0.14	0.16	0.26	
4757535874		0.33	0.11	0.14	0.32	0.34	0.15	0.16	0.28	
303579558		0.18	0.06	0.2	0.22	0.25	0.36	0.71	0.17	
23685037		0.22	0.14	0.28	0.12	0.38	0.344	0.21	0.13	
3267456386		0.5	0.54	0.24	0.44	0.24	0.3	0.16	0.53	
562927744		0.33	0.36	0.3	0.39	0.44	0.44	0.36	0.34	
48940099		0.15	0.07	0.32	0.22	0.44	0.26	0.28	0.09	
1945668452		0.3	0.18	0.45	0.13	0.47	0.3	0.11	0.38	
3314538298		0.24	0.15	0.3	0.16	0.25	0.29	0.15	0.23	
97492736		0.34	0.16	0.31	0.31	0.32	0.29	0.23	0.3	
115720535		0.38	0.29	0.24	0.2	0.53	0.32	0.2	0.28	
189940236		0.3	0.24	0.57	0.55	0.26	0.29	0.16	0.57	
4241941692		0.42	0.2	0.2	0.22	0.28	0.28	0.09	0.23	
3340871699		0.37	0.24	0.34	0.61	0.54	0.31	0.26	0.36	
1271372744		0.32	0.07	0.41	0.14	0.35	0.61	0.44	0.19	
2351934614		0.33	0.32	0.26	0.55	0.34	0.09	0.41	0.46	
154681376		0.29	0.08	0.28	0.34	0.37	0.2	0.31	0.24	
20208761		0.19	0.1	0.4	0.16	0.26	0.46	0.29	0.18	
2447099202		0.43	0.44	0.34	0.27	0.54	0.63	0.35	0.34	
17130131		0.22	0.02	0.13	0.09	0.45	0.08	0.07	0.09	
17166994		0.34	0.23	0.26	0.24	0.39	0.27	0.12	0.23	
905093052		0.31	0.22	0.36	0.64	0.38	0.41	0.32	0.31	
129248374		0.19	0.07	0.27	0.13	0.31	0.29	0.28	0.19	
732734544923746306		0.24	0.09	0.24	0.18	0.34	0.35	0.12	0.17	
762744759710388224		0.38	0.46	0.3	0.52	0.52	0.16	0.41	0.4	
1303297776		0.16	0.09	0.24	0.14	0.26	0.37	0.18	0.2	
3011372552		0.37	0.07	0.27	0.35	0.51	0.27	0.31	0.21	
399079514		0.19	0.03	0.33	0.17	0.3	0.38	0.41	0.28	
3838285397		0.46	0.56	0.4	0.52	0.56	0.51	0.49	0.53	
117830399		0.28	0.04	0.26	0.16	0.33	0.24	0.09	0.2	
2333508500		0.29	0.24	0.4	0.13	0.25	0.3	0.19	0.17	
3371741680		0.22	0.1	0.22	0.19	0.21	0.16	0.17	0.15	
45920157		0.58	0.37	0.5	0.31	0.58	0.4	0.4	0.53	
2788439720		0.32	0.05	0.35	0.18	0.3	0.39	0.38	0.21	
3663447194		0.31	0.13	0.24	0.35	0.37	0.16	0.08	0.34	
31667040		0.41	0.19	0.48	0.46	0.59	0.33	0.49	0.44	
3001321559		0.4	0.45	0.26	0.42	0.53	0.31	0.39	0.35	
2375634619		0.41	0.23	0.52	0.35	0.18	0.25	0.29	0.48	
788403857822998528		0.37	0.31	0.46	0.27	0.49	0.52	0.35	0.46	
930346952		0.4	0.23	0.39	0.57	0.48	0.55	0.47	0.43	
1308509430		0.63	0.44	0.59	0.55	0.56	0.61	0.51	0.51	
134978456		0.37	0.18	0.33	0.19	0.36	0.19	0.31	0.28	
3386544106		0.2	0.01	0.2	0.17	0.32	0.39	0.18	0.19	
87764401		0.4	0.2	0.31	0.44	0.47	0.17	0.27	0.44	
154108144		0.39	0.23	0.26	0.4	0.38	0.49	0.36	0.27	
2746348043		0.28	0.3	0.35	0.14	0.35	0.32	0.3	0.24	
722779350		0.22	0.16	0.34	0.36	0.34	0.38	0.27	0.35	
3313095451		0.5	0.4	0.31	0.58	0.33	0.55	0.46	0.37	
531586866		0.44	0.17	0.48	0.62	0.37	0.47	0.29	0.34	
918308737		0.49	0.32	0.46	0.34	0.62	0.48	0.69	0.34	
484315301		0.37	0.21	0.56	0.26	0.46	0.32	0.23	0.32	
2162694053		0.4	0.32	0.23	0.48	0.43	0.53	0.22	0.48	
58900209		0.19	0.1	0.27	0.16	0.27	0.29	0.16	0.09	
18813616		0.2	0.08	0.24	0.21	0.61	0.38	0.18	0.11	
531787097		0.41	0.44	0.45	0.2	0.48	0.59	0.44	0.28	
22961333		0.24	0.15	0.16	0.16	0.25	0.32	0.21	0.26	
389297134		0.55	0.27	0.43	0.5	0.58	0.48	0.42	0.4	
130203314		0.2	0.04	0.28	0.13	0.38	0.22	0.13	0.15	
867861240		0.29	0.32	0.3	0.24	0.25	0.2	0.33	0.3	
783507240783192064		0.35	0.14	0.36	0.15	0.31	0.46	0.16	0.23	
2489917855		0.3	0.12	0.12	0.03	0.37	0.12	0.21	0.13	
16118799		0.49	0.23	0.36	0.14	0.5	0.43	0.28	0.38	
759165580838445056		0.4	0.16	0.32	0.36	0.46	0.36	0.17	0.28	
260383000		0.42	0.02	0.55	0.43	0.37	0.35	0.1	0.38	
632521619		0.23	0.12	0.27	0.25	0.36	0.27	0.38	0.07	
765707926610796544		0.26	0.25	0.49	0.23	0.41	0.23	0.43	0.26	
176326102		0.38	0.4	0.22	0.44	0.44	0.32	0.17	0.27	
704992515582267392		0.36	0.41	0.51	0.16	0.53	0.54	0.44	0.28	
2762270476		0.26	0.17	0.18	0.09	0.36	0.11	0.19	0.21	
211950197		0.29	0.24	0.28	0.47	0.49	0.57	0.29	0.26	
369267183		0.45	0.22	0.6	0.36	0.41	0.3	0.47	0.55	
20654315		0.32	0.23	0.31	0.15	0.41	0.22	0.36	0.31	
4736232312		0.37	0.41	0.43	0.35	0.39	0.34	0.49	0.32	
3433089843		0.44	0.33	0.3	0.62	0.45	0.45	0.24	0.32	
1363429202		0.38	0.2	0.31	0.22	0.45	0.36	0.49	0.41	
1363394484		0.29	0.24	0.34	0.28	0.36	0.51	0.13	0.28	
1322458364		0.35	0.22	0.31	0.18	0.49	0.34	0.21	0.33	
534865721		0.4	0.25	0.45	0.1	0.56	0.48	0.31	0.35	
768390753718599680		0.48	0.22	0.55	0.19	0.31	0.4	0.23	0.42	
120994148		0.39	0.31	0.33	0.09	0.33	0.32	0.43	0.37	
123673697		0.57	0.63	0.43	0.47	0.46	0.49	0.49	0.5	
785492907423916032		0.23	0.08	0.36	0.28	0.27	0.2	0.22	0.26	
2786494571		0.31	0.32	0.25	0.32	0.48	0.35	0.44	0.33	
2779517050		0.48	0.34	0.59	0.55	0.42	0.42	0.61	0.53	
259537321		0.17	0.02	0.07	0.12	0.17	0.12	0.14	0.05	
339211496		0.41	0.12	0.31	0.19	0.21	0.13	0.28	0.2	
783796293822885888		0.19	0.12	0.31	0.14	0.22	0.12	0.15	0.23	
87075294		0.18	0.06	0.19	0.28	0.41	0.26	0.5	0.2	
60448759		0.4	0.28	0.47	0.49	0.58	0.43	0.62	0.42	
1936536769		0.49	0.55	0.49	0.48	0.5	0.5	0.44	0.52	
2181767526		0.26	0.35	0.23	0.3	0.39	0.374	0.21	0.35	
4253240716		0.3	0.28	0.23	0.38	0.38	0.4	0.27	0.16	
1233457099		0.37	0.61	0.32	0.22	0.3	0.31	0.17	0.49	
4708414214		0.29	0.04	0.33	0.26	0.25	0.19	0.24	0.31	
736014848635633664		0.35	0.11	0.22	0.09	0.37	0.44	0.18	0.22	
23479954		0.4	0.34	0.26	0.51	0.53	0.47	0.06	0.32	
344030291		0.21	0.12	0.12	0.23	0.44	0.33	0.18	0.21	
2328854769		0.4	0.23	0.29	0.18	0.56	0.35	0.35	0.26	
717092428		0.3	0.07	0.26	0.24	0.49	0.3	0.17	0.24	
786413210844798976		0.59	0.65	0.56	0.52	0.76	0.38	0.2	0.59	
537832861		0.2	0.24	0.32	0.38	0.45	0.32	0.63	0.24	
259932636		0.32	0.05	0.34	0.29	0.26	0.194	0.19	0.3	
2459553395		0.38	0.16	0.24	0.47	0.46	0.25	0.06	0.35	
66525934		0.31	0.15	0.43	0.58	0.23	0.4	0.16	0.31	
21150859		0.4	0.34	0.75	0.67	0.62	0.57	0.73	0.31	
1977365496		0.53	0.34	0.5	0.41	0.42	0.36	0.4	0.45	
237094342		0.09	0.01	0.2	0.16	0.23	0.22	0.13	0.12	
361989594		0.37	0.16	0.39	0.31	0.43	0.41	0.39	0.44	
143992230		0.3	0.28	0.42	0.21	0.3	0.33	0.15	0.36	
776187677183909888		0.32	0.4	0.39	0.21	0.45	0.43	0.26	0.25	
3308149542		0.38	0.36	0.54	0.57	0.38	0.61	0.41	0.43	
1710705968		0.43	0.63	0.2	0.38	0.44	0.35	0.27	0.35	
598319603		0.58	0.14	0.59	0.51	0.35	0.21	0.12	0.57	
928531555		0.22	0.09	0.25	0.16	0.4	0.26	0.13	0.12	
496091526		0.42	0.13	0.3	0.39	0.48	0.27	0.32	0.3	
2398051825		0.47	0.24	0.37	0.36	0.45	0.47	0.51	0.43	
518948532		0.47	0.38	0.51	0.36	0.52	0.47	0.57	0.43	
760451474757300225		0.28	0.04	0.48	0.2	0.31	0.3	0.19	0.17	
769981852211879938		0.44	0.22	0.33	0.37	0.46	0.4	0.3	0.3	
781933094345539584		0.36	0.18	0.36	0.16	0.55	0.36	0.43	0.32	
58310286		0.42	0.01	0.33	0.5	0.33	0.3	0.12	0.3	
310791762		0.2	0.18	0.27	0.2	0.21	0.35	0.16	0.22	
56838981		0.34	0.21	0.17	0.45	0.33	0.44	0.18	0.27	
27127777		0.44	0.13	0.56	0.2	0.41	0.44	0.39	0.27	
2331265305		0.3	0.32	0.29	0.22	0.42	0.45	0.48	0.32	
31475986		0.28	0.08	0.22	0.23	0.36	0.19	0.14	0.17	
740991899591450624		0.31	0.15	0.25	0.22	0.25	0.18	0.2	0.23	
317020471		0.29	0.09	0.27	0.34	0.43	0.34	0.25	0.18	
4861610124		0.19	0.19	0.22	0.34	0.25	0.35	0.08	0.33	
261040803		0.4	0.33	0.6	0.55	0.85	0.705	0.73	0.36	
537733390		0.28	0.16	0.16	0.29	0.32	0.24	0.38	0.25	
1035115242		0.4	0.24	0.58	0.32	0.32	0.36	0.11	0.44	
759741490113355777		0.34	0.12	0.35	0.3	0.38	0.31	0.09	0.31	
619658711		0.29	0.11	0.3	0.23	0.28	0.3	0.27	0.27	
464215072		0.33	0.1	0.21	0.4	0.41	0.27	0.3	0.27	
96972239		0.61	0.26	0.57	0.58	0.66	0.76	0.44	0.53	
337611162		0.29	0.04	0.32	0.33	0.3	0.29	0.2	0.23	
4855891091		0.33	0.33	0.37	0.46	0.54	0.24	0.33	0.33	
772127780221902852		0.23	0.17	0.15	0.19	0.39	0.22	0.22	0.22	
341020028		0.41	0.26	0.33	0.34	0.45	0.343333333333	0.41	0.3	
741267332316553216		0.52	0.41	0.46	0.27	0.63	0.52	0.32	0.31	
754115413034737664		0.3	0.2	0.36	0.39	0.28	0.25	0.21	0.36	
3561529155		0.41	0.32	0.21	0.39	0.44	0.33	0.32	0.21	
2725396660		0.42	0.53	0.44	0.44	0.52	0.51	0.72	0.45	
3750989257		0.64	0.15	0.71	0.49	0.45	0.45	0.12	0.55	
2290538540		0.33	0.03	0.13	0.32	0.4	0.33	0.32	0.14	
489753256		0.29	0.11	0.27	0.47	0.39	0.37	0.28	0.24	
787736881056260096		0.23	0.27	0.42	0.16	0.41	0.26	0.45	0.31	
868554925		0.35	0.09	0.35	0.32	0.4	0.32	0.24	0.28	
4774817840		0.41	0.27	0.33	0.38	0.42	0.26	0.22	0.26	
934644187		0.22	0.16	0.24	0.36	0.35	0.13	0.23	0.2	
149636671		0.37	0.08	0.27	0.38	0.47	0.35	0.32	0.25	
94384054		0.33	0.41	0.26	0.46	0.47	0.26	0.3	0.27	
1317573619		0.24	0.26	0.25	0.33	0.42	0.29	0.27	0.28	
135623999		0.29	0.13	0.09	0.35	0.47	0.04	0.24	0.21	
951008132		0.35	0.48	0.46	0.52	0.46	0.26	0.3	0.41	
2380488122		0.45	0.07	0.36	0.55	0.34	0.47	0.51	0.47	
704900755187240960		0.25	0.28	0.18	0.32	0.32	0.25	0.06	0.25	
416585874		0.37	0.22	0.47	0.29	0.46	0.29	0.11	0.33	
129262829		0.59	0.36	0.61	0.26	0.31	0.34	0.32	0.47	
46822091		0.41	0.54	0.44	0.43	0.52	0.14	0.18	0.4	
748253412064636928		0.44	0.53	0.51	0.49	0.48	0.64	0.81	0.48	
793198650642075652		0.38	0.17	0.28	0.23	0.39	0.31	0.29	0.24	
493926139		0.36	0.29	0.54	0.37	0.48	0.46	0.33	0.55	
1687130624		0.6	0.14	0.62	0.19	0.58	0.22	0.27	0.56	
700760229051379713		0.37	0.29	0.34	0.28	0.48	0.46	0.38	0.26	
1023204948		0.3	0.07	0.13	0.27	0.31	0.3	0.29	0.13	
40968275		0.49	0.26	0.5	0.32	0.44	0.42	0.44	0.43	
2452916736		0.31	0.31	0.18	0.37	0.36	0.3	0.15	0.19	
3290217551		0.54	0.34	0.66	0.31	0.54	0.62	0.66	0.44	
476051887		0.19	0.16	0.34	0.17	0.25	0.32	0.28	0.16	
371781500		0.37	0.25	0.22	0.49	0.39	0.47	0.35	0.38	
1488024356		0.36	0.17	0.07	0.35	0.61	0.24	0.61	0.17	
4289328804		0.33	0.08	0.13	0.14	0.46	0.15	0.21	0.3	
1152947712		0.23	0.1	0.09	0.16	0.3	0.23	0.13	0.04	
279715769		0.27	0.28	0.38	0.34	0.5	0.44	0.42	0.29	
414010550		0.54	0.45	0.41	0.51	0.58	0.67	0.41	0.47	
736413606930059264		0.38	0.21	0.23	0.45	0.48	0.08	0.39	0.34	
108085039		0.26	0.09	0.27	0.26	0.38	0.35	0.32	0.1	
2895094386		0.45	0.73	0.27	0.24	0.3	0.26	0.25	0.46	
534882124		0.24	0.06	0.34	0.14	0.43	0.25	0.3	0.17	
358442053		0.17	0.11	0.28	0.2	0.32	0.46	0.46	0.16	
21785414		0.53	0.36	0.44	0.07	0.61	0.4	0.26	0.34	
1645449049		0.41	0.27	0.24	0.42	0.47	0.01	0.66	0.44	
3023370077		0.35	0.09	0.23	0.41	0.42	0.36	0.19	0.31	
3881197097		0.24	0.07	0.32	0.24	0.31	0.27	0.25	0.26	
748165571016015872		0.22	0.2	0.26	0.17	0.32	0.45	0.14	0.19	
1888272456		0.34	0.22	0.22	0.38	0.39	0.36	0.35	0.27	
2178474662		0.24	0.09	0.31	0.28	0.29	0.46	0.17	0.19	
19417073		0.42	0.28	0.32	0.29	0.46	0.33	0.28	0.37	
2839316676		0.33	0.29	0.11	0.38	0.34	0.29	0.29	0.21	
146485565		0.39	0.22	0.54	0.25	0.5	0.37	0.27	0.22	
